item_id,source_file,source_section_code,source_unit,source_question_no,source_page,engine_unit_name,engine_subunit_name,matched_problem_type_id,type_name,variant_id,difficulty,mapping_status,skill_tags,error_tags,review_note
idea_su1_iii_5_005,아이디어 수학1 수열.pdf,III-(5),수학적 귀납법,005,24,수열,수학적 귀납법,ALG_SEQ_PT_INDUCTION_PROOF_STRUCTURE,수학적 귀납법 구조와 명제 증명,ALG_SEQ_PT_INDUCTION_PROOF_STRUCTURE_MATHEMATICAL_INDUCTION,applied,matched,mathematical_induction|base_step|inductive_step,초기 단계 확인 누락|귀납 가정 사용 위치 오류,
idea_su1_iii_5_006,아이디어 수학1 수열.pdf,III-(5),수학적 귀납법,006,24,수열,수학적 귀납법,ALG_SEQ_PT_INDUCTION_PROOF_STRUCTURE,수학적 귀납법 구조와 명제 증명,ALG_SEQ_PT_INDUCTION_PROOF_STRUCTURE_MATHEMATICAL_INDUCTION,applied,matched,mathematical_induction|base_step|inductive_step,초기 단계 확인 누락|귀납 가정 사용 위치 오류,
idea_su1_iii_5_007,아이디어 수학1 수열.pdf,III-(5),수학적 귀납법,007,25,수열,수학적 귀납법,ALG_SEQ_PT_INDUCTION_PROOF_STRUCTURE,수학적 귀납법 구조와 명제 증명,ALG_SEQ_PT_INDUCTION_PROOF_STRUCTURE_MATHEMATICAL_INDUCTION,applied,matched,mathematical_induction|base_step|inductive_step,초기 단계 확인 누락|귀납 가정 사용 위치 오류,
idea_su1_iii_5_008,아이디어 수학1 수열.pdf,III-(5),수학적 귀납법,008,25,수열,수학적 귀납법,ALG_SEQ_PT_INDUCTION_PROOF_STRUCTURE,수학적 귀납법 구조와 명제 증명,ALG_SEQ_PT_INDUCTION_PROOF_STRUCTURE_MATHEMATICAL_INDUCTION,applied,matched,mathematical_induction|base_step|inductive_step,초기 단계 확인 누락|귀납 가정 사용 위치 오류,
idea_su1_iii_5_009,아이디어 수학1 수열.pdf,III-(5),수학적 귀납법,009,26,수열,수학적 귀납법,ALG_SEQ_PT_INDUCTION_PROOF_STRUCTURE,수학적 귀납법 구조와 명제 증명,ALG_SEQ_PT_INDUCTION_PROOF_STRUCTURE_MATHEMATICAL_INDUCTION,applied,matched,mathematical_induction|base_step|inductive_step,초기 단계 확인 누락|귀납 가정 사용 위치 오류,
idea_su1_iii_5_010,아이디어 수학1 수열.pdf,III-(5),수학적 귀납법,010,26,수열,수학적 귀납법,ALG_SEQ_PT_RECURRENCE_COMPOSITE,점화식·귀납법 복합 조건,ALG_SEQ_PT_RECURRENCE_COMPOSITE_RECURRENCE_COMPOSITE,advanced,review_required,recurrence_composite|max_min|case_analysis,점화식 경우분류 누락|최대/최소 조건 추적 실패,advanced/composite rows require teacher spot-check
idea_su1_iii_5_011,아이디어 수학1 수열.pdf,III-(5),수학적 귀납법,011,27,수열,수학적 귀납법,ALG_SEQ_PT_RECURRENCE_COMPOSITE,점화식·귀납법 복합 조건,ALG_SEQ_PT_RECURRENCE_COMPOSITE_RECURRENCE_COMPOSITE,advanced,review_required,recurrence_composite|max_min|case_analysis,점화식 경우분류 누락|최대/최소 조건 추적 실패,advanced/composite rows require teacher spot-check
idea_su1_iii_5_012,아이디어 수학1 수열.pdf,III-(5),수학적 귀납법,012,27,수열,수학적 귀납법,ALG_SEQ_PT_RECURRENCE_COMPOSITE,점화식·귀납법 복합 조건,ALG_SEQ_PT_RECURRENCE_COMPOSITE_RECURRENCE_COMPOSITE,advanced,review_required,recurrence_composite|max_min|case_analysis,점화식 경우분류 누락|최대/최소 조건 추적 실패,advanced/composite rows require teacher spot-check
idea_su1_iii_5_013,아이디어 수학1 수열.pdf,III-(5),수학적 귀납법,013,29,수열,수학적 귀납법,ALG_SEQ_PT_RECURRENCE_COMPOSITE,점화식·귀납법 복합 조건,ALG_SEQ_PT_RECURRENCE_COMPOSITE_RECURRENCE_COMPOSITE,advanced,review_required,recurrence_composite|max_min|case_analysis,점화식 경우분류 누락|최대/최소 조건 추적 실패,advanced/composite rows require teacher spot-check
idea_su1_iii_5_014,아이디어 수학1 수열.pdf,III-(5),수학적 귀납법,014,30,수열,수학적 귀납법,ALG_SEQ_PT_RECURRENCE_COMPOSITE,점화식·귀납법 복합 조건,ALG_SEQ_PT_RECURRENCE_COMPOSITE_RECURRENCE_COMPOSITE,advanced,review_required,recurrence_composite|max_min|case_analysis,점화식 경우분류 누락|최대/최소 조건 추적 실패,advanced/composite rows require teacher spot-check
