task_id,subject,subject_raw,seed_id,rule_id,connection_score,candidate_count,candidate_mode,decision_stage,tied_with_top_count,top_score,second_score,score_gap,signed_score_gap,subject_score_constant,method_score_constant,content_cap_hit_count,content_truncation_count,method_score_reason,major_fallback_active,top_seed_id,top_label,top_core_score,top_subject_score,top_content_score,top_content_raw,top_content_capped,keyword_score,axis_score,concept_score,task_score,direct_bonus,exact_bonus,guide_vocabulary_bonus,top_method_score,top_major_rank,diagnostics_bytes,output_bytes_without_diagnostics
assessment_task_1f6a78add1,화학,화학1,BIO-051,,65,188,bestForSubjects-literal-exact,seedId_alphabetical,23,49,49,0,0,True,True,0,0,no_task_match,False,BIO-051,"안구 레이저 수술을 자극 방출, 광열 효과, 광분해, 플루언스, 펄스 지속 시간, Nd:YAG·펨토세컨드 레이저로 분석하는 의학·물리·수학 융합 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7075,18747
assessment_task_565e2f9f54,화학,화학1,BIO-051,portfolio_002,70,188,bestForSubjects-literal-exact,seedId_alphabetical,24,49,49,0,0,True,True,0,0,no_task_match,False,BIO-051,"안구 레이저 수술을 자극 방출, 광열 효과, 광분해, 플루언스, 펄스 지속 시간, Nd:YAG·펨토세컨드 레이저로 분석하는 의학·물리·수학 융합 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7108,18587
assessment_task_9bb267378b,화학,화학Ⅲ,ENG-083,experiment_science_001,70,188,bestForSubjects-literal-exact,coreScore,1,51,49,2,2,True,True,0,0,no_task_match,False,ENG-083,"리튬이온전지의 실리콘 음극 체적 팽창 한계를 코어-쉘 구조, 그래핀 쉘, 수계 분산 공정, 전기 전도도와 에너지 밀도 계산으로 분석하는 화학공학·배터리 소재 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7271,20486
assessment_task_abd02ca62a,화학,화학Ⅲ,BIO-071,,65,188,bestForSubjects-literal-exact,seedId_alphabetical,7,50,50,0,0,True,True,0,0,no_task_match,False,BIO-071,"등비수열 합으로 백신 누적 공급곡선을 모델링하고, 냉사슬 손실률·완충재고·SIR 재생산수·로그 시각화를 결합해 집단면역 도달 주차와 고위험군 보호 시점을 앞당기는 수학·공중보건 융합 탐구",50,45,5,5,False,0,0,0,5,0,0,0,0,0,7796,19315
assessment_task_10860b9b47,화학,화학Ⅲ,BIO-051,portfolio_002,70,188,bestForSubjects-literal-exact,seedId_alphabetical,22,49,49,0,0,True,True,0,0,no_task_match,False,BIO-051,"안구 레이저 수술을 자극 방출, 광열 효과, 광분해, 플루언스, 펄스 지속 시간, Nd:YAG·펨토세컨드 레이저로 분석하는 의학·물리·수학 융합 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7153,18606
assessment_task_fc08c2ed62,화학,화학Ⅳ,BIO-071,presentation_002,70,188,bestForSubjects-literal-exact,coreScore,1,51,49,2,2,True,True,0,0,no_task_match,False,BIO-071,"등비수열 합으로 백신 누적 공급곡선을 모델링하고, 냉사슬 손실률·완충재고·SIR 재생산수·로그 시각화를 결합해 집단면역 도달 주차와 고위험군 보호 시점을 앞당기는 수학·공중보건 융합 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7167,18983
assessment_task_64356acbe6,화학,화학Ⅳ,BIO-003,math_problem_001,70,188,bestForSubjects-literal-exact,seedId_alphabetical,40,49,49,0,0,True,True,0,0,no_task_match,False,BIO-003,"뇌전증을 세포막 전위·이온 채널·뇌파 주파수 분석·신경조절술 원리로 해석하고, 정밀 의료와 신경외과적 치료 방향까지 연결하는 생명과학·의학·의공학 융합 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7156,23405
assessment_task_42b1afa96e,화학,화학Ⅳ,ENG-092,portfolio_002,70,188,bestForSubjects-literal-exact,coreScore,1,49,47,2,2,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7196,20317
assessment_task_300f3a17ff,화학,고급화학I,BIO-062,,65,188,bestForSubjects-literal-exact,seedId_alphabetical,18,49,49,0,0,True,True,0,0,no_task_match,False,BIO-062,"귀지 제거 시뮬레이션을 통해 외이도·고막 구조, 마이크로석션·내시경·귀세척·수동 제거의 안전 원리, 베르누이식 압력 계산, 청력 보호와 환자 안전을 연결하는 이비인후과·의공학 융합 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7509,18896
assessment_task_f3af099a0f,화학,고급화학I,BIO-071,argumentation_002,70,188,bestForSubjects-literal-exact,seedId_alphabetical,4,48,48,0,0,True,True,0,0,no_task_match,False,BIO-071,"등비수열 합으로 백신 누적 공급곡선을 모델링하고, 냉사슬 손실률·완충재고·SIR 재생산수·로그 시각화를 결합해 집단면역 도달 주차와 고위험군 보호 시점을 앞당기는 수학·공중보건 융합 탐구",48,45,3,3,False,0,0,0,3,0,0,0,0,0,7393,18990
assessment_task_615f68bf8e,화학,고급화학II,BIO-071,presentation_002,70,188,bestForSubjects-literal-exact,seedId_alphabetical,4,50,50,0,0,True,True,0,0,no_task_match,False,BIO-071,"등비수열 합으로 백신 누적 공급곡선을 모델링하고, 냉사슬 손실률·완충재고·SIR 재생산수·로그 시각화를 결합해 집단면역 도달 주차와 고위험군 보호 시점을 앞당기는 수학·공중보건 융합 탐구",50,45,5,5,False,0,0,0,5,0,0,0,0,0,7447,19003
assessment_task_08c684062a,화학,고급화학II,BIO-090,,65,188,bestForSubjects-literal-exact,seedId_alphabetical,5,50,50,0,0,True,True,0,0,no_task_match,False,BIO-090,한약재의 유효성분을 정량화하고 추출 효율·농축·제형화·독성 평가·약물 상호작용을 함께 고려해 한방 제제의 안정성과 표준화 가능성을 탐구하는 한의학·약학·화학·생명과학 융합 탐구,50,45,5,5,False,0,0,0,5,0,0,0,0,0,7483,20551
assessment_task_fa82f4db9f,화학,화학실험,ENG-073,,65,188,bestForSubjects-literal-exact,coreScore,1,51,49,2,2,True,True,0,0,no_task_match,False,ENG-073,증기압·라울의 법칙·안트완식·활동도계수·확산·OAV를 연결해 시간에 따라 달라지는 향의 탑/미들/베이스 노트를 설계하는 화학공학형 조향 탐구,51,45,6,6,False,0,0,0,6,0,0,0,0,0,7955,19176
assessment_task_cf656cc6d2,화학,화학실험,ENG-121,experiment_science_001,70,188,bestForSubjects-literal-exact,seedId_alphabetical,2,52,52,0,0,True,True,0,0,no_task_match,False,ENG-121,"공진주파수 자외선, 가열 구리 촉매, 터보팬 난류 혼합, 활성탄 흡착을 결합해 NOx·SOx·VOC를 동시에 저감하는 공조 시스템을 설계하고, 분해율·전위·반응속도·CADR·에너지 소모를 정량 분석하는 대기오염 제어 공학 탐구",52,45,7,7,False,0,0,0,7,0,0,0,0,0,7576,20682
assessment_task_1be0669257,화학,화학실험,BIO-058,,65,188,bestForSubjects-literal-exact,seedId_alphabetical,3,50,50,0,0,True,True,0,0,no_task_match,False,BIO-058,"마늘·꿀·계피 등 천연물질의 항균 효과를 Bacillus subtilis 배양, agar 억제대, MIC 계산, BSL-1 실험안전으로 분석하는 생명과학·의약·식품 융합 탐구",50,45,5,5,False,0,0,0,5,0,0,0,0,0,7385,20336
assessment_task_611a2c82ff,생명과학,생명과학1,BIO-071,presentation_002,70,180,bestForSubjects-literal-exact,seedId_alphabetical,3,49,49,0,0,True,True,0,0,no_task_match,False,BIO-071,"등비수열 합으로 백신 누적 공급곡선을 모델링하고, 냉사슬 손실률·완충재고·SIR 재생산수·로그 시각화를 결합해 집단면역 도달 주차와 고위험군 보호 시점을 앞당기는 수학·공중보건 융합 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7438,19098
assessment_task_802dcf271a,생명과학,생명과학1,ENG-050,experiment_science_001,70,180,bestForSubjects-literal-exact,seedId_alphabetical,3,51,51,0,0,True,True,0,0,no_task_match,False,ENG-050,"균일한 빛이 만든 간츠펠트 효과를 로돕신-레티날 광이성질화, 광자 에너지, 로돕신 탈색 비율, 전기망막도(ERG), 분광분석으로 해석하고 전시·VR 조명 안전 설계로 확장하는 융합 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7430,18306
assessment_task_f2d1f32057,생명과학,생명과학1,ENG-092,portfolio_002,70,180,bestForSubjects-literal-exact,seedId_alphabetical,2,49,49,0,0,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7438,20442
assessment_task_8ea2242f0c,생명과학,생명과학Ⅲ,BIO-070,math_problem_001,70,180,bestForSubjects-literal-exact,seedId_alphabetical,3,51,51,0,0,True,True,0,0,no_task_match,False,BIO-070,"척수손상 환자의 회복 예후를 ASIA 등급, MMT·TUG·6MWT, 우울척도, 합병증 위험, 로봇보행훈련·전기자극·VR 재활 개입과 연결해 6개월 재활 골든타임과 환자중심 다학제 케어 전략을 설계하는 보건·재활의학 융합 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7285,18978
assessment_task_3ba242c754,생명과학,생명과학Ⅲ,BIO-070,presentation_002,70,180,bestForSubjects-literal-exact,seedId_alphabetical,6,49,49,0,0,True,True,0,0,no_task_match,False,BIO-070,"척수손상 환자의 회복 예후를 ASIA 등급, MMT·TUG·6MWT, 우울척도, 합병증 위험, 로봇보행훈련·전기자극·VR 재활 개입과 연결해 6개월 재활 골든타임과 환자중심 다학제 케어 전략을 설계하는 보건·재활의학 융합 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7550,18920
assessment_task_7e2ae2be5c,생명과학,생명과학Ⅲ,ENG-092,presentation_002,70,180,bestForSubjects-literal-exact,seedId_alphabetical,2,49,49,0,0,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7448,20276
assessment_task_751ced5d9a,생명과학,생명과학Ⅲ,ENG-050,,65,180,bestForSubjects-literal-exact,seedId_alphabetical,3,49,49,0,0,True,True,0,0,no_task_match,False,ENG-050,"균일한 빛이 만든 간츠펠트 효과를 로돕신-레티날 광이성질화, 광자 에너지, 로돕신 탈색 비율, 전기망막도(ERG), 분광분석으로 해석하고 전시·VR 조명 안전 설계로 확장하는 융합 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7432,18340
assessment_task_a6753dab52,생명과학,생명과학Ⅲ,ENG-092,experiment_science_001,70,180,bestForSubjects-literal-exact,seedId_alphabetical,2,51,51,0,0,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7399,20569
assessment_task_e087ebb87a,생명과학,생명과학Ⅳ,ENG-073,,65,180,bestForSubjects-literal-exact,seedId_alphabetical,2,50,50,0,0,True,True,0,0,no_task_match,False,ENG-073,증기압·라울의 법칙·안트완식·활동도계수·확산·OAV를 연결해 시간에 따라 달라지는 향의 탑/미들/베이스 노트를 설계하는 화학공학형 조향 탐구,50,45,5,5,False,0,0,0,5,0,0,0,0,0,7920,19265
assessment_task_09c3308feb,생명과학,생명과학Ⅳ,BIO-071,presentation_002,70,180,bestForSubjects-literal-exact,seedId_alphabetical,3,49,49,0,0,True,True,0,0,no_task_match,False,BIO-071,"등비수열 합으로 백신 누적 공급곡선을 모델링하고, 냉사슬 손실률·완충재고·SIR 재생산수·로그 시각화를 결합해 집단면역 도달 주차와 고위험군 보호 시점을 앞당기는 수학·공중보건 융합 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7535,19101
assessment_task_474994a59d,생명과학,생명과학실험,ENG-092,experiment_science_001,70,180,bestForSubjects-literal-exact,coreScore,1,52,51,1,1,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",52,45,7,7,False,0,0,0,7,0,0,0,0,0,7068,20585
assessment_task_1fd5339ed2,생명과학,생명과학실험,ENG-092,,65,180,bestForSubjects-literal-exact,seedId_alphabetical,3,49,49,0,0,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7580,20617
assessment_task_422538b65d,생명과학,고급생명과학Ⅰ,BIO-071,presentation_002,70,180,bestForSubjects-literal-exact,seedId_alphabetical,4,50,50,0,0,True,True,0,0,no_task_match,False,BIO-071,"등비수열 합으로 백신 누적 공급곡선을 모델링하고, 냉사슬 손실률·완충재고·SIR 재생산수·로그 시각화를 결합해 집단면역 도달 주차와 고위험군 보호 시점을 앞당기는 수학·공중보건 융합 탐구",50,45,5,5,False,0,0,0,5,0,0,0,0,0,7585,19095
assessment_task_bf20747281,생명과학,고급생명과학Ⅰ,ENG-092,,65,180,bestForSubjects-literal-exact,coreScore,1,51,49,2,2,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7382,20605
assessment_task_f0c14e95b2,생명과학,고급생명과학Ⅰ,ENG-092,,65,180,bestForSubjects-literal-exact,seedId_alphabetical,2,49,49,0,0,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7438,20599
assessment_task_f751457721,생명과학,고급생명과학Ⅱ,BIO-071,presentation_002,70,180,bestForSubjects-literal-exact,seedId_alphabetical,3,49,49,0,0,True,True,0,0,no_task_match,False,BIO-071,"등비수열 합으로 백신 누적 공급곡선을 모델링하고, 냉사슬 손실률·완충재고·SIR 재생산수·로그 시각화를 결합해 집단면역 도달 주차와 고위험군 보호 시점을 앞당기는 수학·공중보건 융합 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7425,19099
assessment_task_d87d4318dd,생명과학,고급생명과학Ⅱ,ENG-092,experiment_science_001,70,180,bestForSubjects-literal-exact,seedId_alphabetical,2,51,51,0,0,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7448,20569
assessment_task_f2c62e4887,생명과학,고급생명과학실험,ENG-092,,65,180,bestForSubjects-literal-exact,seedId_alphabetical,2,50,50,0,0,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",50,45,5,5,False,0,0,0,5,0,0,0,0,0,7438,20609
assessment_task_871d20ad61,생명과학,고급생명과학실험,ENG-092,experiment_science_001,70,180,bestForSubjects-literal-exact,coreScore,1,51,50,1,1,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",51,45,6,6,False,0,0,0,6,0,0,0,0,0,7443,20575
assessment_task_d5553621c7,생명과학,고급생명과학실험,ENG-092,,65,180,bestForSubjects-literal-exact,seedId_alphabetical,2,49,49,0,0,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7438,20599
assessment_task_5bc87d473f,지구과학,지구과학1,ENG-077,argumentation_002,70,14,bestForSubjects-literal-exact,seedId_alphabetical,5,48,48,0,0,True,True,0,0,no_task_match,False,ENG-077,시멘트 수화반응·발열 엔탈피·C-S-H 젤 형성·폴리머 타일접착제의 결합 메커니즘을 통해 습한 욕실 공간의 미장·타일 내구성을 분석하는 건축화학 탐구,48,45,3,3,False,0,0,0,3,0,0,0,0,0,8416,19534
assessment_task_e489c32b0d,지구과학,지구과학1,ENG-092,,65,14,bestForSubjects-literal-exact,seedId_alphabetical,2,48,48,0,0,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",48,45,3,3,False,0,0,0,3,0,0,0,0,0,8188,20596
assessment_task_8c6f62f8fb,지구과학,지구과학Ⅱ,ENG-077,argumentation_002,70,14,bestForSubjects-literal-exact,seedId_alphabetical,5,48,48,0,0,True,True,0,0,no_task_match,False,ENG-077,시멘트 수화반응·발열 엔탈피·C-S-H 젤 형성·폴리머 타일접착제의 결합 메커니즘을 통해 습한 욕실 공간의 미장·타일 내구성을 분석하는 건축화학 탐구,48,45,3,3,False,0,0,0,3,0,0,0,0,0,8416,19534
assessment_task_cebf4eb4c3,지구과학,지구과학Ⅱ,ENG-092,,65,14,bestForSubjects-literal-exact,seedId_alphabetical,2,48,48,0,0,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",48,45,3,3,False,0,0,0,3,0,0,0,0,0,8188,20596
assessment_task_b2fb600814,지구과학,지구과학Ⅲ,ENG-092,science_concept_presentation_001,70,14,bestForSubjects-literal-exact,seedId_alphabetical,3,48,48,0,0,True,True,0,0,no_task_match,False,ENG-092,"폭염이 생태계·농업·수자원·도시 열섬·대기질·산불·에너지 소비에 미치는 영향을 열역학, 냉각 COP, RO 담수화, TiO2 광촉매, 열 반사 코팅 관점에서 분석하는 화학공학·환경공학 탐구",48,45,3,3,False,0,0,0,3,0,0,0,0,0,8416,20420
assessment_task_ef0e961de3,지구과학,지구과학Ⅲ,ENG-026,science_concept_presentation_001,70,14,bestForSubjects-literal-exact,seedId_alphabetical,8,47,47,0,0,True,True,0,0,no_task_match,False,ENG-026,"적색초거성 WOH G64의 밝기·색 변화 사례를 바탕으로 H-R도, 흑체 복사, 슈테판-볼츠만 법칙, 분광 분석, 쌍성 상호작용과 공통외피 진화를 연결해 별의 진화 단계가 단일 별 모델만으로 설명되지 않는 이유를 탐구하는 지구과학·물리학·천체물리 융합 탐구",47,45,2,2,False,0,0,0,2,0,0,0,0,0,8188,21765
assessment_task_2a205b581a,지구과학,지구과학Ⅲ,ENG-026,science_concept_presentation_001,70,14,bestForSubjects-literal-exact,seedId_alphabetical,8,47,47,0,0,True,True,0,0,no_task_match,False,ENG-026,"적색초거성 WOH G64의 밝기·색 변화 사례를 바탕으로 H-R도, 흑체 복사, 슈테판-볼츠만 법칙, 분광 분석, 쌍성 상호작용과 공통외피 진화를 연결해 별의 진화 단계가 단일 별 모델만으로 설명되지 않는 이유를 탐구하는 지구과학·물리학·천체물리 융합 탐구",47,45,2,2,False,0,0,0,2,0,0,0,0,0,8188,21766
assessment_task_7c5b80a866,지구과학,고급지구과학Ⅰ,ENG-077,,65,14,bestForSubjects-literal-exact,seedId_alphabetical,5,49,49,0,0,True,True,0,0,no_task_match,False,ENG-077,시멘트 수화반응·발열 엔탈피·C-S-H 젤 형성·폴리머 타일접착제의 결합 메커니즘을 통해 습한 욕실 공간의 미장·타일 내구성을 분석하는 건축화학 탐구,49,45,4,4,False,0,0,0,4,0,0,0,0,0,8416,19856
assessment_task_935235fd0a,지구과학,지구과학실험,ENG-077,experiment_science_001,70,14,bestForSubjects-literal-exact,seedId_alphabetical,5,51,51,0,0,True,True,0,0,no_task_match,False,ENG-077,시멘트 수화반응·발열 엔탈피·C-S-H 젤 형성·폴리머 타일접착제의 결합 메커니즘을 통해 습한 욕실 공간의 미장·타일 내구성을 분석하는 건축화학 탐구,51,45,6,6,False,0,0,0,6,0,0,0,0,0,8134,19829
assessment_task_43e29bef57,지구과학,지구과학실험,ENG-077,experiment_science_001,70,14,bestForSubjects-literal-exact,seedId_alphabetical,4,49,49,0,0,True,True,0,0,no_task_match,False,ENG-077,시멘트 수화반응·발열 엔탈피·C-S-H 젤 형성·폴리머 타일접착제의 결합 메커니즘을 통해 습한 욕실 공간의 미장·타일 내구성을 분석하는 건축화학 탐구,49,45,4,4,False,0,0,0,4,0,0,0,0,0,8441,19822
assessment_task_f7d11cc488,지구과학,지구과학실험,ENG-077,experiment_science_001,70,14,bestForSubjects-literal-exact,seedId_alphabetical,7,47,47,0,0,True,True,0,0,no_task_match,False,ENG-077,시멘트 수화반응·발열 엔탈피·C-S-H 젤 형성·폴리머 타일접착제의 결합 메커니즘을 통해 습한 욕실 공간의 미장·타일 내구성을 분석하는 건축화학 탐구,47,45,2,2,False,0,0,0,2,0,0,0,0,0,8188,19879
assessment_task_0240eb11d7,지구과학,지구과학실험,NAT-034,project_002,70,14,bestForSubjects-literal-exact,seedId_alphabetical,2,48,48,0,0,True,True,0,0,no_task_match,False,NAT-034,"옥상 텃밭이나 도시 재배 토양의 중금속 오염을 단순한 환경 문제로 보지 않고, 납·카드뮴·비소 같은 금속 이온의 토양 내 이동성, pH·유기물·킬레이트가 흡수율에 미치는 영향, 식물 뿌리·줄기·잎의 흡수와 축적, 생물농축계수(BCF) 계산, 먹이사슬을 통한 생물 농축, 식물추출·식물정화 기반 오염 토양 복원, 수질·토양 모니터링과 식품 안전·공중보건 위해성 평가까지 연결하는 화학·생명과학·환경공학·보건 융합 탐구",48,45,3,3,False,0,0,0,3,0,0,0,0,0,8416,24903
assessment_task_7954b763b3,데이터 과학,데이터과학,BIO-066,,45,149,bestForSubjects-literal-exact,seedId_alphabetical,4,50,50,0,0,True,True,0,0,no_task_match,False,BIO-066,"근적외선·확산반사·라만/SERS 스펙트럼으로 조직의 흡광계수·산란계수, 산소포화도, 혈당 변화를 비침습적으로 추정하고 Monte Carlo 광추적과 BOD Index로 진단 지표를 설계하는 물리·생명공학·의공학 융합 탐구",50,45,5,5,False,0,0,0,5,0,0,0,0,0,7773,18130
assessment_task_451e933e25,데이터 과학,데이터과학,BIO-009,project_002,50,149,bestForSubjects-literal-exact,seedId_alphabetical,7,49,49,0,0,True,True,0,0,no_task_match,False,BIO-009,타우 단백질이 정상 상태에서는 미세소관을 안정화하지만 과인산화와 접힘 이상을 거치면 아밀로이드 응집체와 신경섬유 엉킴을 형성해 치매로 이어지는 과정을 단백질 구조·세포 신호·Cryo-EM 구조 분석·신약 설계 관점에서 해석하는 의생명 융합 탐구,49,45,4,4,False,0,0,0,4,0,0,0,0,0,8018,18511
assessment_task_894991eb91,인공지능 기초,인공지능,BIO-070,data_analysis_001,66,58,bestForSubjects-literal-exact,coreScore,1,50,49,1,1,True,True,0,0,no_task_match,False,BIO-070,"척수손상 환자의 회복 예후를 ASIA 등급, MMT·TUG·6MWT, 우울척도, 합병증 위험, 로봇보행훈련·전기자극·VR 재활 개입과 연결해 6개월 재활 골든타임과 환자중심 다학제 케어 전략을 설계하는 보건·재활의학 융합 탐구",50,45,5,5,False,0,0,0,5,0,0,0,0,0,7426,19117
assessment_task_180910ad2f,인공지능 기초,인공지능,BIO-070,,61,58,bestForSubjects-literal-exact,seedId_alphabetical,5,49,49,0,0,True,True,0,0,no_task_match,False,BIO-070,"척수손상 환자의 회복 예후를 ASIA 등급, MMT·TUG·6MWT, 우울척도, 합병증 위험, 로봇보행훈련·전기자극·VR 재활 개입과 연결해 6개월 재활 골든타임과 환자중심 다학제 케어 전략을 설계하는 보건·재활의학 융합 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7779,19301
assessment_task_49d934531d,인공지능 기초,인공지능,BIO-070,project_002,66,58,bestForSubjects-literal-exact,seedId_alphabetical,3,49,49,0,0,True,True,0,0,no_task_match,False,BIO-070,"척수손상 환자의 회복 예후를 ASIA 등급, MMT·TUG·6MWT, 우울척도, 합병증 위험, 로봇보행훈련·전기자극·VR 재활 개입과 연결해 6개월 재활 골든타임과 환자중심 다학제 케어 전략을 설계하는 보건·재활의학 융합 탐구",49,45,4,4,False,0,0,0,4,0,0,0,0,0,7739,19059
assessment_task_1034ce21ac,정보,창의융합특강XIX_생물정보학과파이썬,ENG-068,math_problem_001,70,144,bestForSubjects-literal-exact,coreScore,1,52,51,1,1,True,True,0,0,no_task_match,False,ENG-068,RFID·백스캐터·위상차 위치결정과 PUF 보안을 결합해 장애인 주차구역의 위변조·도용을 막는 스마트 인증 시스템 탐구,52,45,7,7,False,0,0,0,7,0,0,0,0,0,7047,17242
assessment_task_41d693c068,정보,창의융합특강XIX_생물정보학과파이썬,ENG-068,project_002,70,144,bestForSubjects-literal-exact,coreScore,1,50,49,1,1,True,True,0,0,no_task_match,False,ENG-068,RFID·백스캐터·위상차 위치결정과 PUF 보안을 결합해 장애인 주차구역의 위변조·도용을 막는 스마트 인증 시스템 탐구,50,45,5,5,False,0,0,0,5,0,0,0,0,0,7327,16939
assessment_task_70354b7485,통합과학1,통합과학1,ENG-134,math_problem_001,70,176,bestForSubjects-literal-exact,coreScore,1,53,51,2,2,True,True,0,0,no_task_match,False,ENG-134,"유전자 변이와 뉴런 역치가 음악 감상 반응, 도파민 분비, 뇌파 변화, 정서 조절, 학습 효율에 어떤 차이를 만들 수 있는지 EEG·fMRI·신경가소성·개인 맞춤형 학습 설계로 연결하는 생명과학·예술·인지신경과학 융합 탐구",53,45,8,8,False,0,0,0,8,0,0,0,0,0,7470,18871
assessment_task_bd43cb97f3,통합과학1,통합과학1,ENG-060,experiment_science_001,70,176,bestForSubjects-literal-exact,seedId_alphabetical,4,84,84,0,0,True,True,0,0,no_task_match,False,ENG-060,"키보드 타건 소리를 손가락-스위치-하우징 충돌의 충격량, 평균 충격력, 접촉시간, 감쇠진동, 공진주파수, 음압레벨, 재질·댐핑 구조 관점으로 분석하는 생활 속 물리·음향 공학 설계형 탐구",84,45,39,39,False,18,0,0,5,8,0,8,0,0,8165,20838
