task_id,subject,subject_raw,level,source,evidence_class,evidence_scope,fallback_derived,fallback_sources,guide,matched_terms,subject_concepts,concept_name,concept_display_name,correct,reviewer_note
assessment_task_b30c7f7c70,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,"인공지능 소프트웨어 개발하기 인공지능 기초 수행평가 영역: 인공지능 소프트웨어 개발하기. 5. 수행평가 과제별 세부 계획 가. 인공지능 소프트웨어 개발하기 성취기준 및 성취수준 [12인기04-01] 지속가능발전 목표를 해결하기 위해 인공지능을 적용할 수 있는 방안을 탐색하고, 인공지능 프로젝트 활동에 적합한 주제를 도출한다. A 지속가능발전목표의 개념과 인공지능을 적용한 사례를 구체적으로 설명하고, 인공지능 프로젝트 활동에 적합한 다양한 주제를 탐색하며, 인류의 지속가능발전을 위한 인공지능의 중요성을 내면화할 수 있다. B 지속가능발전목표의 개념과 인공지능을 적용한 사례를 구체적으로 설명하고, 인공지능 프로젝트 활동에",문제 해결 | 의사소통 | 인공지능 | 디지털 | 소통 | 탐색,문제 해결 | 탐색 | 자료와 정보의 분석,자료와 정보의 분석,자료와 정보의 분석,,
assessment_task_b31b451a80,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,"인공지능 문제를 Python을 활용하여 해결하기 인공지능 기초 수행평가 영역: 인공지능 문제를 Python을 활용하여 해결하기. GE 231@@ - 231 - 다. 인공지능 문제를 Python을 활용하여 해결하기 성취기준 및 성취수준 [12인기02-01] 기계학습을 적용할 문제를 정의하고, 문제 해결에 필요한 데이터를 선정하여 수집한다. A 기계학습의 개념과 원리를 정확하게 설명하고, 기계학습을 적용할 문제를 정의하며, 문제 해결에 적합한 데이터를 수집하고, 데이터의 수집과 활용에 공정성을 추구하려는 자세를 내면화할 수 있다. B 기계학습의 개념과 원리를 정확하게 설명하고, 기계학습을 적용할 문제를 정의하며, 데이터를 수집하고, 데이터의 수집과 활용에 공정성",Python | 문제 해결 | 의사소통 | 인공지능 | 디지털 | 소통,의사소통 | 컴퓨팅 시스템과 네트워크,컴퓨팅 시스템과 네트워크,컴퓨팅 시스템과 네트워크,,
assessment_task_b7ba88cf07,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,인공지능 실패사례 분석 및 진로탐색 우리가 알만한 유명 기업의 AI 기술 실패 사례를 통한 미래 전망 분석보고서 작성하기 [12인01-01] 인공지능의 지능적 판단에 대한 이해를 바탕으로 인공지능을 활용한 실생활 및 다양 한 학문 분야의 문제 해결 사례를 비교·분석한다. [12인01-02] 인공지능에서 탐색의 중요성을 이해하고 문제 해결을 위한 설계 과정을 설계한다. [12인기01-03] 맹목적 탐색과 정보 이용 탐색의 차이를 중심으로 지능적 탐색의 원리를 파악한,문제 해결 | 인공지능 | 자료 분석 | AI | 정보 | 탐색,문제 해결 | 자료 분석 | 자료와 정보의 분석,자료와 정보의 분석,자료와 정보의 분석,,
assessment_task_be0dd04f16,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,"인공지능 융합 보고서 인공지능을 활용한 문제 해결 주제를 선정, 계획하고, 해당 내용을 기반으로 논술형 보고서 평가",문제 해결 | 인공지능,문제 해결 | 자료와 정보의 분석,자료와 정보의 분석,자료와 정보의 분석,,
assessment_task_c37e0b2e2b,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,"인공지능의 사회적 영향 분석 [12인기03-01] 인공지능의 발전으로 인한 사회 변화를 살펴보고, 인공지능으로 해결할 수 있는 사회적 문제를 분석한다. [12인기03-02] 인공지능에 의해 변화하는 인간의 삶과 직업의 양상에 대해 이해하고 진로를 탐색한다. [12인기03-03] 인공지능에 대한 비판적 자세를 바탕으로 인공지능과 인간의 공존 방안을 도출한다. [12인기03-04] 인공지능의 활용사례와 윤리적 딜레마 상황을 인공지능 윤리 관점에서 분석한다. 인공지능으로 해결할 수 있는 사회적 문제에 관하여 글쓰기 인공지능에 의해 변화하는 인간의 삶과 직업의 양상에 관하여 글쓰기 인간과 인공지능의 공존 방안에 관하여 글쓰기 인공지능의 윤리적 딜레마에 관하여 글쓰기",사회 변화 | 인공지능 | 탐색,사회 변화 | 인공지능 | 정보 사회,정보 사회,정보 사회,,
assessment_task_c4b3cbe3b3,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,"인공지능 이슈 발표 본인의 진로와 밀접한 분야의 인공지능 융합 사례를 선정하고, 해당 내용을 기반으로 발표 자료 및 발표 평가",의사소통 | 인공지능 | 자료 분석 | 소통,의사소통 | 컴퓨팅 시스템과 네트워크,컴퓨팅 시스템과 네트워크,컴퓨팅 시스템과 네트워크,,
assessment_task_c51f377e6d,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,인공지능 딥러닝 코딩 인공지능 기초 수행평가 과제: 인공지능 딥러닝 코딩. 평가내용: 해당 단원: Ⅱ단원-2 포트폴리오 서 · 논술형 기타: 채점 기준(수행 특성) 배점 (배점) 기계학습 모델 생성 코딩을 매우 적절하게 완성하여 잘못된 부분이 1개 이하인 경우 10 기계학습 모델 기계학습 모델 생성 코딩을 적절하게 완성하여 잘못된 부분이 2~3개 이하인 경우 9 생성 기계학습 모델 생성 코딩을 미흡하게 완성하여 잘못된 부분이 4~5개 이하인 경우 8 코딩 기계학습 모델 생성 코딩을 다소 미흡하게 완성하여 잘못된 부분이 6~7개 이하인 경우 7 (10점) 기계학습 모델 생성 코딩을 매우 미흡하게 완성하여 잘못된 부분이 8개 이하인 경우 6 인공지능 모델 구현 코딩을 매우 적절하게 완성하여 잘못된 부분이 1개 이하인 경우 10 인공지능 인공지능 모델 구현 코딩을 적절하게 완성하여 잘못된 부분이 2~3개 이하인 경우 9 모델 인공지능 모델 구현 코딩을 적절하게 완성하여 잘못된 부분이 4~5개 이하인 경우 8 구현 인공지능 모델 구현 코딩을 미흡하게 완성하여 잘못된 부분이 6~7개 이하인 경우 7 (10점) 인공지능 모델 구현 코딩을 매우 미흡하게 완성하여 잘못된 부분이 8개 이하인 경우 6 이미지 분류 모델 생성 코딩을 매우 적절하게 완성하여 잘못된 부분이 1개 이하인 경우 10 이미지 이미지 분류 모,인공지능 | 모델,인공지능 | 모델,,인공지능,,
assessment_task_c531e4faa5,인공지능 기초,인공지능기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,"인공지능 독서 활동 인공지능기초 수행평가 과제: 인공지능 독서 활동. 평가내용: 인공지능 관련 도서를 선정하고, 도서 선정 이유와 핵심 개념 정리, 독서 소감문을 작성한다.",인공지능,인공지능,,인공지능,,
assessment_task_cab304530b,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,"자료조사 기반 진로 탐구 프로젝트 인공지능 기초 수행평가 과제: 자료조사 기반 진로 탐구 프로젝트. 평가내용: 1. 인공지능의 발전과 나의 진로(1학기, 3~4월) 영역시기비 율 성취기준 성취수준 배 점 평가관점 평가기준 자료 조사 기반 의 진로 탐구 프로 젝트 3~4 월 50 [12인01-02] 인공지능이 개인의 삶, 사회와 직업을 어떻게 변화시키는지 탐색하고 인공지능 역할의 필요 성과 중요성을 이해한 다. <진로와 연관된 인공지능 활 용 방안> 인공지능이 개인의 삶, 사회 와 직업을 변화시키는 방법 을 탐색할 수 있는가? 인공지능의 필요성과 중요 성을 이해하고 있는가? 미래 사회의 변화에 적응하 기 위한 태도가 나타났는가? 관심있는(또는 조사하고 싶은) 진 로(또는 직업)에 대해 탐색하고 직 업의 하는 일, 준비 사항, 전망에 대해 구체화 해서 다양한 인공지능 분야 중 연관성 있는 분야를 다수 선택해 진로(직업)과의 활용 방안 을 논리에 맞게 구체적으로 기술 함. 40~4 5 관심있는(또는 조사하고 싶은) 진 로(또는 직업)에 대해 탐색하고 직 업의 하는 일, 준비 사항, 전망에 대해 기술하고 다양한 인공지능 분 야 중 연관성 있는 분야를 선택해 활용 방안을 기술함. 10~3 9 관심있는(또는 조사하고 싶은) 진 로(또는 직업)에 대해 탐색했으나 직업의 하는 일, 준비 사항, 전망 에 대한 기술과 인공지능 분야와의 활용 방안에 대한 기술이 미흡함. 1~9 제출 기한에 맞춰 높은 완성 도로 완성했는가? 출석을 성실히 했는가? 제출 기한에 맞춰 높은 완성도로 완성함. 5 제출 시간을 맞추지 못하고 완성도 가 미흡함. 3 제출하지 않음. 0 ---PAGE 86--- 3 2. 인공지능의 눈을 경험해 보자(1학기, 5~6월) 영역시기비 율 성취기준 성취수준 배 점 평가관점 평가기준 실습 6~7 월 50 [12인02-01] 지능 에이전 트가 다양한 센서를 통해 주변의 환경 및 상황 정 보를 탐지하여 인식하는 방법과 원리를 설명한다. [12인02-02] 이미지 인 식, 컴퓨터 비전의 활용 분야를 탐색하고, 컴퓨터 비전의 한계를 인간의 시 각 처리와 비교하여 설명 한다. <객체 인식과 이미지 분할의 개념과 차이점> 센서의 종류, 정보 인식 및 처 리 방식을 이해하고 있는가? 센서와 인간의 인식차이에 대해 구별 가능한가? 이미지 인식과정에 대해 이해하 고 있는가? 컴퓨터 비전의 활용 분야를 이 해하고 있는가? 교육용 도구를 활용해 컴퓨터 비전의 처리방식을 이해했는 가",인공지능 | 센서 | 정보 | 탐색,자료와 정보의 표현,자료와 정보의 표현,자료와 정보의 표현,,
assessment_task_ec8d4a963c,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,clean,both,True,정보,인공지능 프로젝트 지속가능발전목표와 인공지능  인공지능 프로젝트 ,인공지능,인공지능,,인공지능,,
assessment_task_f8f385b1de,인공지능 기초,인공지능,I_or_other,textbook_plus_legacy,clean,both,False,정보,기본코딩 문제를 정확하게 이해하고 분석하였는가?; 문제를 해결하기 위한 올바른 데이터 형식을 설계 하였는가? 프로그램; 적절한 함수를 디자인하였는가? 설계,알고리즘 | 시각화 | 함수,함수 | 알고리즘,알고리즘 설계와 분석,알고리즘 설계와 분석,,
assessment_task_03ee841410,정보,정보과학Ⅰ,I_or_other,textbook_plus_legacy,clean,both,False,,알고리즘 탐구 보고서 보고서를 바탕으로 파이썬 프로그래밍 언어를 사용하여 프로그램을 구현한다,프로그래밍 언어 | 알고리즘,프로그래밍 언어 | 알고리즘 | 프로그래밍과 자동화,프로그래밍과 자동화,프로그래밍과 자동화,,
assessment_task_1e503509ca,정보,정보,I_or_other,textbook_concept_dictionary,clean,both,False,,인간과 인공지능의 관계에 대해 비판적으로 글쓰기 단원(내용): Ⅳ. 인공지능 / 평가 유형: 서·논술형 평가 / 평가 시기: 5~6월,인공지능,인공지능,,인공지능,,
assessment_task_304bd61bf9,정보,정보과학,I_or_other,textbook_plus_legacy,clean,both,False,,적합한 자료구조를 설계하고 이를 파이썬 프 로그래밍 언어로 구현하여 해결하기 자료구조 종류별 특성을 이해하고 주어진 문제에 적합한 자료구조를 설계하여 파이썬 프로그래밍 언어로 해결하기,프로그래밍 언어 | 문제 해결 | 반복 구조 | 알고리즘 | 반복,반복 구조 | 알고리즘,알고리즘 설계와 분석,알고리즘 설계와 분석,,
assessment_task_371d14699d,정보,정보과학개론,I_or_other,textbook_concept_dictionary,clean,both,False,,보고서 정보과학개론 수행평가 영역: 보고서,정보 과학 | 효율성,정보 과학 | 효율성,,정보 과학,,
assessment_task_4b75b13372,정보,인공지능 기반 생물정보학 기초와 활용,I_or_other,textbook_plus_legacy,clean,both,False,,유전체 정보분석하기 유전체 데이터 분석 원리 및 구강 세포 PCR-전기영동 기법 이해하기 / 생물정보학 프로그램을 활용 한 유전체 서열 정렬·주석·변이 분석하기 / 구강 세포 PCR 증폭·전기영동 실험 설계·실행 및 밴드 해석하기 / 분석 결과의 생물학적·임상적 의미 비판적 해석과 윤리적 연구 태도 갖추기,정렬 | 유전,정렬 | 유전,,정렬,,
assessment_task_4b7acd0789,정보,정보와 디지털 문해력,I_or_other,textbook_concept_dictionary,clean,both,False,,"디지털 사회 문제 기반 카드뉴스 제작하기 주제 선정 - 디지털 사회에서 나타나는 문제(개인정보 유출, 사이버 폭력, 디지털 격차 등)를 탐색하고 관심 있는 주제 를 선정한다. - 주제를 선정한 이유와 카드뉴스를 통해 전달하고자 하는 핵심 메시지를 정리한다. / 자료 수집 및 출처 확인 - 뉴스 기사, 보고서, 통계 자료, 공공기관 자료 등 신뢰 가능한 자료를 탐색하여 필요한 정보를 수집한다. - 수집한 자료의 출처와 신뢰도를 확인하고 카드뉴스 제작에 활용할 핵심 내용을 정리한다. / 카드뉴스 제작 - 수집한 자료를 바탕으로 디지털 사회 문제의 원인과 해결 방안을 담은 카드뉴스를 제작한다.",개인 정보 | 자료 수집 | 디지털 | 탐색,자료 수집 | 탐색 | 자료와 정보의 분석,자료와 정보의 분석,자료와 정보의 분석,,
assessment_task_5ce2bf6394,정보,정보,I_or_other,textbook_concept_dictionary,clean,both,False,,데이터 분석 및 시각화하기 빅데이터 분석 도구를 활용하여 공공데이터를 분석하고 시각화하기,빅 데이터 | 시각화,빅 데이터 | 시각화,,빅 데이터,,
assessment_task_8d74434066,정보,정보,I_or_other,textbook_concept_dictionary,clean,both,False,,"인공지능 의 원리와 활용 주제탐구 정보 수행평가 과제: 인공지능 의 원리와 활용 주제탐구. 평가내용: ① 기본 원리(학습, 추론, 문제 해결, 적응 성) 중 올바른 설명 선택? ② 활용 분야(의료, 교통, 스마트홈 등)와 해당 사례(영상 판독, 자율주행, AI 스 피커 등) 연결? ③ 빈칸을 올바르게 완성했는가? ④ 긍정·부정 측면을 균형 있게 제시했는 가? ⑤ 과정 순서를 정확히 배열했는가? * 평가 기준에 근거하여 배점하되, 수행 결과물의 수준에 따라 수준별 분류 후 1~2점씩 감점함(예: 상, 중, 하) * 제출 기간 매 1일 초과 시 1점 감점",문제 해결 | 스마트홈 | 인공지능 | 자율 주행 | AI | 배열,스마트홈 | 인공지능 | 정보 사회,정보 사회,정보 사회,,
assessment_task_b61779fa95,정보,정보과학,I_or_other,textbook_plus_legacy,clean,both,False,,알고리즘 탐구 포트폴리오,알고리즘,알고리즘,알고리즘 설계와 분석,알고리즘 설계와 분석,,
assessment_task_bef5956ceb,정보,정보,I_or_other,textbook_concept_dictionary,clean,both,False,,"자료형과 제어구조를 활용한 프로그램 구현하기 정보 수행평가 과제: 자료형과 제어구조를 활용한 프로그램 구현하기. 평가요소: 문제 해결을 위한 적절한 자료형을 선택하였, 는가?, 변수와 자료형의 특성을 고려하여 프로그램을, 설계하였는가?",문제 해결 | 제어 구조 | 입출력 | 자료형 | 변수,제어 구조 | 변수 | 프로그래밍과 자동화,프로그래밍과 자동화,프로그래밍과 자동화,,
assessment_task_ca804522f6,정보,정보,I_or_other,textbook_plus_legacy,clean,both,False,,알고리즘 문제 해결 논술하기 ·정렬과 탐색 알고리즘을 분석하여 논술하기,문제 해결 | 알고리즘 | 효율성 | 정렬 | 탐색,문제 해결 | 정렬 | 알고리즘 | 자료와 정보의 분석,자료와 정보의 분석,자료와 정보의 분석,,
assessment_task_ff8f155c28,정보,정보과학,I_or_other,textbook_plus_legacy,clean,both,False,,정렬·탐색 알고리즘 이해도 평가 다양한 정렬 알고리즘(버블·선택·삽입·퀵·병합)의 동작 원리 이해; 순차 탐색과 이진 탐색의 동작 원리 이해 및 비교; DFS·BFS의 동작 원리 및 사용 자료구조(스택/큐) 이해,순차 탐색 | 알고리즘 | 이진 탐색 | 순차 | 정렬 | 탐색,순차 탐색 | 이진 탐색 | 알고리즘,알고리즘 설계와 분석,알고리즘 설계와 분석,,
assessment_task_0da904f639,지구과학,지구과학,I_or_other,textbook_concept_dictionary,clean,both,False,,"실험탐구보고서1 -해양 관측 자료 분석을 통한 해수의 성질 알아보기 지구과학 수행평가 과제: 실험탐구보고서1 -해양 관측 자료 분석을 통한 해수의 성질 알아보기. 평가요소: 데이터 수집, 가공의 정확성, 데이터 변형의 정확성, T-S도에 나타난 해수의 특성, 해석 과정",해수의 성질 | 관측 자료 | 관측,관측 자료 | 태양계 천체의 관측과 운동,태양계 천체의 관측과 운동,태양계 천체의 관측과 운동,,
assessment_task_1bef74d02a,지구과학,지구과학,I_or_other,textbook_plus_legacy,clean,both,False,,심층 순환의 형성 원리를 알아보기 위한 실험하기 단원: Ⅰ대기와 해양의 상호작용 02. 해양의 순환과 기후 변화 / 평가요소:  변인을 정확히 통제하여 밀도류의 흐름을 성공적으로 구현하고 관찰 기록이 구체적인가  실험 결과를 실제 심층 순환 원리 및 T-S도와 정확히 연결하여 설명하였는가  심층 순환의 약화가 기후에 미치는 영향을 논리적으로 추론하였는가 / 평가 시기: 3월 4주,기후 변화 | 심층 순환 | 기후 | 밀도,심층 순환 | 기후 | 해수의 순환,해수의 순환,해수의 순환,,
assessment_task_2b6765a3c7,지구과학,기초지구과학및실험Ⅰ,I_or_other,textbook_concept_dictionary,clean,both,False,,"외계 행성의 궤도 요소 평가 외계 행성의 궤도 요소 평가는 식 현상에 의해 관측된 외계 행성계의 광도 곡선 자료를 분석하여 행성의 존재를 확인하고 핵심 궤도 요소를 산출하는 과정에서, 광도 곡선에 나타난 밝기 감소의 주기성, 지속 시간, 최대 감광폭 등의 데이터를 바탕으로 행성의 공전 주기, 궤도 반지름, 행성의 크기 등 물리적 특성을 정량적 으로 도출하고 외계 행성계의 구조를 체계적으로 해석하는 종합적인 분석 역량을 중심으로 평가한다.",공전 | 관측 | 광도 | 밝기 | 행성,공전 | 행성 | 태양계 천체의 관측과 운동,태양계 천체의 관측과 운동,태양계 천체의 관측과 운동,,
assessment_task_3083e9d5a9,지구과학,기초지구과학및실험Ⅰ,I_or_other,textbook_concept_dictionary,clean,both,False,,"성단의 거리 측정 평가 성단의 거리 측정 평가는 색-등급도(CMD) 상에서 관측된 주계열을 표준 모델과 비교 및 일치시키는 주 계열 맞추기 기법을 바탕으로 성단의 거리를 결정하는 역량을 평가한다. 특히 성간 물질에 의한 성간 소광 과 성간 적색화의 영향을 분석하고 이를 보정하여 정확한 거리 지수와 고유 색지수를 도출함으로써, 우주의 거리 사다리를 정립하는 전문적인 데이터 해석 및 오차 보정 능력을 중심으로 평가한다.",관측,태양계 천체의 관측과 운동,태양계 천체의 관측과 운동,태양계 천체의 관측과 운동,,
assessment_task_37ad7327e9,지구과학,지구과학Ⅲ,I_or_other,textbook_concept_dictionary,clean,both,False,,실험 천체 관측 데이터를 활용한 허블 상수 계산,관측 자료 | 외부 은하 | 우주 팽창 | 은하 관측 | 관측 | 은하,외부 은하 | 우주 팽창 | 은하와 우주의 진화,은하와 우주의 진화,은하와 우주의 진화,,
assessment_task_382e94e7bf,지구과학,기초지구과학및실험Ⅰ,I_or_other,textbook_concept_dictionary,clean,both,False,,"우주 팽창 평가 우주 팽창 평가는 외부 은하의 거리와 후퇴 속도 관측 데이터를 활용하여 허블-르메트르 법칙에 따른 우 주 팽창의 양상을 정량적으로 분석하는 과정에서, 데이터의 시각화와 선형 회귀 분석을 통해 허블 상수를 산출하고, 그 역수인 우주의 나이와 관측 가능한 우주의 크기 등 우주의 거시적 특성을 도출하여 우주 팽창 의 물리적 의미를 체계적으로 해석하는 역량을 중심으로 평가한다.",외부 은하 | 우주 팽창 | 관측 | 은하,외부 은하 | 우주 팽창 | 은하와 우주의 진화,은하와 우주의 진화,은하와 우주의 진화,,
assessment_task_6dd0a83455,지구과학,지구과학,I_or_other,textbook_concept_dictionary,clean,both,False,,"해수의 성질 마인드맵 그리기 지구과학 수행평가 영역: 해수의 성질 마인드맵 그리기. 단계 단계별 평가 활동 단계별 평가 방법 1단계 해수의 화학적 성질 내용 마인드맵 작성 마인드맵 작성 내용 평가 2단계 해수의 물리적 성질 내용 마인드맵 작성 마인드맵 작성 내용 평가 본 수행평가에서는 생성형 인공지능의 사용을 허용하지 않는다. 제출물은 학생이 직접 작성한 내용이어야 하 며, 생성형 인공지능을 활용한 흔적이 확인될 경우 감점하거나 재제출을 요구할 수 있다.",해수의 성질,해수의 성질,해수의 성질,해수의 성질,,
assessment_task_8e563c6b4d,지구과학,지구과학Ⅰ,I_or_other,textbook_concept_dictionary,clean,both,False,,지진파 분석 및 중력이상 프리에어 중력이상을 올바르게 유도하였는가?; 프리에어 중력이상 식을 올바르게 썼는가?; 지각과 밀도체의 밀도를 올바르게 계산하였는가?,밀도,밀도 | 해수의 성질,해수의 성질,해수의 성질,,
assessment_task_907bf6448c,지구과학,지구과학,I_or_other,textbook_concept_dictionary,clean,both,False,,"실험 및 서·논술형 평가 한 이해를 바탕으로 실험 수행 후 결과 보고서의 서․논술 능력을 평가한다. 2) 채점 기준표를 마련하여 타당성 있고 공정하게 채점․평가한다. 3) 제출한 내용이 표절, 타인 과제의 무단·복제 공유, 생성형 AI 결과물의 무단 제출 등 부정행위가 확인될 경우 해당 수행평가는 무효 및 0점 처리하고, 대체 평가는 실시하지 않는다. 4) 생성형 AI를 사용한 작성, 수정, 번역, 요약 결과물을 제출하는 것을 금지한다. 위반 시 부정행위로 간주 하며 무효 및 0점 처리한다. 평가 영역 Ⅰ. 대기와 해양의 상호작용 평가 항목 실험 및 서·논술형 평가 평가 방법 실험 수행 후 결과 보고서를 작성하여 제출 ◈ 실험 및 서·논술형 평가 [총 50점] : 심층 순환의 형성 원리 탐구 실험 및 결과 분석 1. 실험 과정 평가[20점] ① 실험 안전 수칙을 준수하고 실험기구를 정확하게 사용하였는가? (2점) ② 실험 과정의 각 단계를 정확하게 수행하였는가? (6점) ③ 예상되는 실험 결과를 관찰하였는가? (6점) 세부 ④ 기본 점수 (6점) 배점기준 - 모든 항목에 대해 부분 점수를 부여할 수 있음. 2. 실험 보고서[30점] ① 보고서 내용이 적절하게 작성되었는가? (13점) ② 올바른 결론을 도출하였는가? (3점) ③ 기본 점수 (14점) - 모든 항목에 대해 부분 점수를 부여할 수 있음. 6] 결시자 및 학적 변동자 처리 기준 ○ 수행평가에 결시한 학생은 추가로 평가를 하여 성적을 산출함을 원칙으로 하되, 추가 평가가 불가능한 경우 교과별 수행평가 세부 기준안에 따른다. ○ 정기고사에 준하여 생리공결은 질병결석과 동일하게 처리함. ○ 추가 평가의 일시, 장소는 평가 담당 교사가 정하여 평가함. 구분 결시별 처리 기준 정해진 시간에 응시 기회를 부여한다. 결시자 추가 평가에 참여한 경우, 수행평가 세부 기준안에 따라 점수를 부여한다. 학적변동자 정해진 시간에 응시 기회를 부여한다. (전입, 편입 등 학생) 추가 평가에 참여한 경우, 수행평가 세부 기준안에 따라 점수를 부여한다. 미응시 장기질병결석생 평가에 응시하지 않은 경우, 기본 점수의 50%를 부여한다. 학업중단숙려제참가학생 장기미인정결석생 평가에 참여한 부문은 점수를 그대로 인정하고, 장애 유형과 정",심층 순환,심층 순환 | 해수의 순환,해수의 순환,해수의 순환,,
assessment_task_96be33054b,지구과학,지구과학Ⅱ,II,textbook_concept_dictionary,clean,both,False,,"활동지 지구과학 II 수행평가 과제: 활동지. 평가요소: 주제: 지구 생성, 지진파, 광, 물, 해류, 조석, 활동지 질문 토론 항목에 대, 한 내용의 정확성",해류,해류,,해류,,
assessment_task_9712c0bfee,지구과학,지구과학Ⅰ,I_or_other,textbook_concept_dictionary,clean,both,False,,"천체관측 프로젝트 관측 목표 설정(관측 대상 천체 선정) / 관측 가능 시기 분석(관측 날짜, 시간, 고도, 위치 확인) / 관측 장비 선정(카메라 및 촬영장비) 2026학년도 1학기 교수학습 및 평가 운영 계획 - 118 -",관측,태양계 천체의 관측과 운동,태양계 천체의 관측과 운동,태양계 천체의 관측과 운동,,
assessment_task_a70d65cc5b,지구과학,지구과학Ⅱ,II,textbook_concept_dictionary,clean,both,False,,"화성암 제작하기 가. 화성암 제작하기 (20점/20%) 과목 교육과정 성취기준 평가준거 성취기준 평가기준 화성, 변성, 퇴적 작용을 통해 광상이 형성되는 과정을 상 [12지과Ⅱ02-03] 화성, 변 [12지과Ⅱ02-03] 화성, 변성, 예를 들어 설명할 수 있다. 지구과학 성, 퇴적 작용을 통해 광상이 퇴적 작용을 통해 광상이 형성 화성, 변성, 퇴적 작용을 통해 광상이 형성되는 과정을 Ⅱ 중 형성되는 과정을 예를 들어 되는 과정을 예를 들어 설명할 설명할 수 있다. 설명할 수 있다. 수 있다. 화성, 변성, 퇴적 작용을 통해 광상이 형성됨을 이해할 수 하 있다. ( 지구과학Ⅱ )과 수행평가 세부 계획 수행평가 영역 화성암 제작하기 수행평가 방법 여러 조암 광물을 사용하여 비율에 따라 다양한 화성암을 제작한다. 1. 결과 보고서[10점] ① 화성암의 조암 광물의 비율을 구할 수 있는가? (5점) 세부 배점기준 ② 비율에 따라 화성암을 제작할 수 있는가? (5점) (기본 점수 명시) - 모든 항목에 대해 부분 점수를 부여할 수 있음. 2. 기본 점수[10점]",화성암,화성암 | 판 구조와 암석 변화,판 구조와 암석 변화,판 구조와 암석 변화,,
assessment_task_b8663e3cc4,지구과학,기초지구과학및실험Ⅲ,I_or_other,textbook_concept_dictionary,clean,both,False,,"편광현미경 조작 편광현미경 조작은 화성암, 퇴적암, 변성암의 박편을 편광현미경 조작을 통해 관찰하여 구성 광물을 파악하 고 광물의 광학적 성질을 해석하는 능력을 평가한다.",변성암 | 화성암,변성암 | 화성암 | 판 구조와 암석 변화,판 구조와 암석 변화,판 구조와 암석 변화,,
assessment_task_c21767dd4d,지구과학,지구과학Ⅱ,II,textbook_concept_dictionary,clean,both,False,,"케플러 법칙 설명하기 • 케플러 제1법칙과 제2법칙의 내용을 정확히 이해하고, 타원 궤도의 특징 과 면적 속도 일정 의 의미를 행성 운 동과 관련지어 설 명하기 • 제시된 공전 궤도 자료를 분석하여 긴반지름과 이심 률을 구하고, 1월 초와 7월 초 태양 의 시지름 차이를 지구 공전 궤도의 특성과 연관지어 해석하기 • 주어진 자료를 활 용하여 두 행성의 공전 주기 비를 구 하고, 케플러 제3 법칙을 적용하여 행성의 공전 주기 를 계산하기 • 태양계에서 케플 러 제3법칙이 성 립하는 물리적 이 유를 이해하고, 쌍 성계의 운동을 통 해 제3법칙이 도 출되는 과정을 논 리적으로 설명하 기",케플러 법칙 | 태양계 | 공전 | 운동 | 행성,케플러 법칙 | 공전 | 태양계 천체의 관측과 운동,태양계 천체의 관측과 운동,태양계 천체의 관측과 운동,,
assessment_task_cc1e582557,지구과학,지구과학,I_or_other,textbook_concept_dictionary,clean,both,False,,"지구환경 시스템 연구 동향 분석 지구과학 수행평가 영역: 지구환경 시스템 연구 동향 분석. 지권, 수권, 기권, 환경의 상호작용을 통합적으로 이해하고, 지구환경 변화를 과학적으로 설명할 수 있다. 지질학, 해양학, 환경과학 분야의 다양한 자료를 탐색·분석하여 최신 연구의 핵심 개념과 과학적 의미를 해석할 수 있다. 자연현상과 환경 문제를 과학적 근거에 기반하여 설명하고, 연구 결과의 사회적·환경적 함의를 비판적으로 탐색할 수 있다.",환경 변화,환경 변화 | 지층과 지질시대,지층과 지질시대,지층과 지질시대,,
assessment_task_159540d822,통합과학1,통합과학1,I_or_other,textbook_plus_legacy,clean,both,False,,"지구시스템과 생명중심원리에 대해 종합적으로 탐구하기 평가 전 충분한 기간을 주고 성취 기준에 맞춘 교육과정을 탐구하며, 이를 바탕으로 제시되는 다양한 형태의 논술 문항에 과학적으로 오류가 없도록 답을 제시한다.",지구시스템 | 오류 | 지구 | 지구 시스템,지구 시스템,지구시스템,지구시스템,,
assessment_task_2a4d95fb14,통합과학1,통합과학1,I_or_other,textbook_concept_dictionary,clean,both,False,,물체의 운동 분석하기 중력 작용에 의한 물체의 운동(자유 낙하와 수평으로 던진 물체의 운동)과 충돌이 일어날 때 물체의 운동을 이해하고 일상생활에서 이와 관련된 운동에 대한 문제를 해결할 수 있다.,운동,운동 | 역학 시스템,역학 시스템,역학 시스템,,
