subject,task_title,matched_terms,concept_name,generated_title,correct
인공지능 기초,컴퓨터 비전 활용한 실생활 문제 해결,문제 해결 | 탐색,자료와 정보의 분석,컴퓨터 비전 활용한 실생활 문제 해결의 조건 재구성과 풀이 비교: 문제 해결·탐색·자료와 정보의 분석을 중심으로,
인공지능 기초,인공지능 알고리즘을 통해 목표 노드 탐색하기,문제 해결 | 알고리즘 | 의사소통 | 인공지능 | 디지털 | 시각화 | 소통 | 탐색,자료와 정보의 분석,인공지능 알고리즘을 통해 목표 노드 탐색하기의 조건별 변화를 문제 해결·시각화·알고리즘으로 해석하고 결과의 신뢰도와 한계를 분석,
인공지능 기초,인공지능의 사회적 영향 분석,사회 변화 | 인공지능 | 탐색,정보 사회,인공지능의 사회적 영향 분석의 자료·조건 변화를 사회 변화·인공지능·정보 사회로 해석하고 판단 기준을 분석,
인공지능 기초,인공지능 프로젝트,문제 해결 | 인공지능 | 모델,자료와 정보의 분석,인공지능 프로젝트의 조건 재구성과 풀이 비교: 문제 해결·자료와 정보의 분석을 중심으로,
인공지능 기초,자료조사 기반 진로 탐구 프로젝트,인공지능 | 센서 | 정보 | 탐색,자료와 정보의 표현,자료조사 기반 진로 탐구 프로젝트의 조건별 변화를 자료와 정보의 표현으로 해석하고 결과의 신뢰도와 한계를 분석,
인공지능 기초,인공지능 이론기반 탐구 보고서,알고리즘 | 인공지능 | 모델,알고리즘 설계와 분석,인공지능 이론기반 탐구 보고서의 조건별 변화를 알고리즘·알고리즘 설계와 분석으로 해석하고 결과의 신뢰도와 한계를 분석,
인공지능 기초,수업 일기,인공지능,,수업 일기의 조건별 변화를 인공지능으로 해석하고 결과의 신뢰도와 한계를 분석,
전자기와 양자,전위차 측정 실험,전위차 | 전위 | 전자,전기장과 자기장,전위차 측정 실험의 조건별 변화를 전위차·전기장과 자기장으로 해석하고 결과의 신뢰도와 한계를 분석,
전자기와 양자,전기저항 측정 실험,저항 | 전자,,전기저항 측정 실험의 조건별 변화를 저항·전자로 해석하고 결과의 신뢰도와 한계를 분석,
정보,인공지능 의 원리와 활용 주제탐구,문제 해결 | 스마트홈 | 인공지능 | 자율 주행 | AI | 배열 | 정보,정보 사회,인공지능 의 원리와 활용 주제탐구의 조건 재구성과 풀이 비교: 스마트홈·인공지능·정보 사회을 중심으로,
정보,단백질 구조 분석하기,데이터베이스 | IP | 모델 | 정보,자료와 정보의 표현,단백질 구조 분석하기의 자료·조건 변화를 자료와 정보의 표현으로 해석하고 판단 기준을 분석,
정보,분류,정보,자료와 정보의 표현,분류을 자료와 정보의 표현으로 설명하고 적용 조건과 개선 방향을 분석,
정보,지능 정보사회 직업 생태계 변화 탐구,정보 사회 | 정보,자료와 정보의 표현,지능 정보사회 직업 생태계 변화 탐구을 자료와 정보의 표현으로 설명하고 적용 조건과 개선 방향을 분석,
정보,"컴퓨팅 시스템, 데이터, 디지털 문화",컴퓨팅 시스템 | 디지털,컴퓨팅 시스템과 네트워크,"컴퓨팅 시스템, 데이터, 디지털 문화의 자료·조건 변화를 컴퓨팅 시스템과 네트워크로 해석하고 판단 기준을 분석",
정보,제어 구조를 활용한 문제 해결 프로그래밍,문제 해결 | 알고리즘 | 제어 구조,알고리즘 설계와 분석,제어 구조를 활용한 문제 해결 프로그래밍의 조건별 변화를 알고리즘·알고리즘 설계와 분석으로 해석하고 결과의 신뢰도와 한계를 분석,
정보,디지털 문화 보고서,컴퓨팅 시스템 | 인공지능 | 디지털,컴퓨팅 시스템과 네트워크,디지털 문화 보고서의 자료·조건 변화를 컴퓨팅 시스템과 네트워크로 해석하고 판단 기준을 분석,
정보,프로젝트 산출물,정보 과학 | 효율성 | 정보,자료와 정보의 표현,프로젝트 산출물을 자료와 정보의 표현으로 설명하고 적용 조건과 개선 방향을 분석,
정보,네트워크의 구성,네트워크,컴퓨팅 시스템과 네트워크,네트워크의 구성을 컴퓨팅 시스템과 네트워크로 설명하고 적용 조건과 개선 방향을 분석,
정보,문제설계,프로그래밍 언어 | 공유 | 정보,프로그래밍과 자동화,문제설계을 프로그래밍 언어·프로그래밍과 자동화로 설명하고 적용 조건과 개선 방향을 분석,
정보,문제해결,프로그래밍 언어 | 컴퓨팅 사고력 | 문제 해결 | 재귀 함수 | 함수,프로그래밍,문제해결의 조건별 변화를 재귀 함수·프로그래밍으로 해석하고 결과의 신뢰도와 한계를 분석,
정보,정보과학 주제 탐구,정보 과학 | 효율성 | 정보,자료와 정보의 표현,정보과학 주제 탐구을 자료와 정보의 표현으로 설명하고 적용 조건과 개선 방향을 분석,
정보,코드로 답하는 데이터 탐구,컴퓨팅 사고력 | 정보,자료와 정보의 표현,코드로 답하는 데이터 탐구의 자료·조건 변화를 자료와 정보의 표현으로 해석하고 판단 기준을 분석,
정보,데이터 분석 도구 활용하기,문제 해결 | 알고리즘 | 모델,알고리즘 설계와 분석,데이터 분석 도구 활용하기의 조건 재구성과 풀이 비교: 알고리즘·알고리즘 설계와 분석을 중심으로,
정보,교과 탐구 활동,정보,자료와 정보의 표현,교과 탐구 활동을 자료와 정보의 표현으로 설명하고 적용 조건과 개선 방향을 분석,
정보,융합적 사고를 활용한 창의적 소프트웨어 설계 및 구현 프로젝트,알고리즘,알고리즘 설계와 분석,융합적 사고를 활용한 창의적 소프트웨어 설계 및 구현 프로젝트의 조건 재구성과 풀이 비교: 알고리즘·알고리즘 설계와 분석을 중심으로,
정보,디지털 사회와 진로,디지털 | 정보,자료와 정보의 표현,디지털 사회와 진로의 자료·조건 변화를 디지털·자료와 정보의 표현으로 해석하고 판단 기준을 분석,
정보,적합한 자료구조를 설계하고 이를 파이썬 프 로그래밍 언어로 구현하여 해결하기,프로그래밍 언어 | 문제 해결 | 반복 구조 | 알고리즘 | 반복,알고리즘 설계와 분석,적합한 자료구조를 설계하고 이를 파이썬 프 로그래밍 언어로 구현하여 해결하기의 조건별 변화를 반복 구조·알고리즘·알고리즘 설계와 분석으로 해석하고 결과의 신뢰도와 한계를 분석,
정보,알고리즘 탐구,알고리즘,알고리즘 설계와 분석,알고리즘 탐구을 알고리즘·알고리즘 설계와 분석으로 설명하고 적용 조건과 개선 방향을 분석,
정보,문제 분해 및 모델링 프로젝트,문제 분해 | 모델링 | 모델,추상화와 문제 분해,문제 분해 및 모델링 프로젝트을 모델링·추상화와 문제 분해로 설명하고 적용 조건과 개선 방향을 분석,
지구과학,기후해석 프로젝트,환경 변화 | 라니냐 | 엘니뇨 | 기후,지구의 기후 변화,기후해석 프로젝트의 조건 재구성과 풀이 비교: 라니냐·엘니뇨·지구의 기후 변화을 중심으로,
지구과학,행성의 겉보기 운동 분석하기,운동 | 행성,태양계 천체의 관측과 운동,행성의 겉보기 운동 분석하기의 자료·조건 변화를 행성·태양계 천체의 관측과 운동으로 해석하고 판단 기준을 분석,
지구과학,고체 지구 데이터 융합 해석 프로젝트,관측 자료 | 관측 | 위성,태양계 천체의 관측과 운동,고체 지구 데이터 융합 해석 프로젝트의 조건별 변화를 관측 자료·위성·태양계 천체의 관측과 운동으로 해석하고 결과의 신뢰도와 한계를 분석,
지구과학,방사성 동위원소 반감기를 활용한 절대 연령 분석,방사성 동위 원소 | 절대 연령,지층과 지질시대,방사성 동위원소 반감기를 활용한 절대 연령 분석의 자료·조건 변화를 방사성 동위 원소·절대 연령·지층과 지질시대로 해석하고 판단 기준을 분석,
지구과학,주간 날씨 분석하기,위성 영상 | 관측 | 위성,태양계 천체의 관측과 운동,주간 날씨 분석하기의 조건별 변화를 위성·태양계 천체의 관측과 운동으로 해석하고 결과의 신뢰도와 한계를 분석,
지구과학,개인별 주제 탐구,태양계,,개인별 주제 탐구의 조건별 변화를 태양계로 해석하고 결과의 신뢰도와 한계를 분석,
지구과학,지진파 분석 및 중력이상,밀도,해수의 성질,지진파 분석 및 중력이상의 조건별 변화를 밀도·해수의 성질로 해석하고 결과의 신뢰도와 한계를 분석,
지구과학,심층 순환의 발생 원리 이해하기,심층 순환,해수의 순환,심층 순환의 발생 원리 이해하기의 조건별 변화를 심층 순환·해수의 순환으로 해석하고 결과의 신뢰도와 한계를 분석,
지구과학,지질도 해석,지층,지층과 지질시대,지질도 해석의 조건별 변화를 지층과 지질시대로 해석하고 결과의 신뢰도와 한계를 분석,
지구과학,실험 및,중위도 저기압 | 태풍의 발생 | 일기도 | 저기압 | 기압 | 태풍,날씨의 변화,실험 및의 조건별 변화를 중위도 저기압·일기도·날씨의 변화로 해석하고 결과의 신뢰도와 한계를 분석,
지구과학,실험,관측 자료 | 외부 은하 | 우주 팽창 | 은하 관측 | 관측 | 은하,은하와 우주의 진화,실험의 조건별 변화를 외부 은하·우주 팽창·은하와 우주의 진화로 해석하고 결과의 신뢰도와 한계를 분석,
지구과학,지질 단면도에서 층서 대비하기,방사성 동위 원소 | 상대 연령 | 절대 연령 | 지층,지층과 지질시대,지질 단면도에서 층서 대비하기의 조건별 변화를 방사성 동위 원소·상대 연령·지층과 지질시대로 해석하고 결과의 신뢰도와 한계를 분석,
지구과학,실험탐구보고서1 -해양 관측 자료 분석을 통한 해수의 성질 알아보기,해수의 성질 | 관측 자료 | 관측,태양계 천체의 관측과 운동,실험탐구보고서1 -해양 관측 자료 분석을 통한 해수의 성질 알아보기의 조건별 변화를 관측 자료·태양계 천체의 관측과 운동으로 해석하고 결과의 신뢰도와 한계를 분석,
지구과학,외계 행성의 궤도 요소 평가,공전 | 관측 | 광도 | 밝기 | 행성,태양계 천체의 관측과 운동,외계 행성의 궤도 요소 평가의 조건별 변화를 공전·행성·태양계 천체의 관측과 운동으로 해석하고 결과의 신뢰도와 한계를 분석,
지구과학,심층 순환의 형성 원리를 알아보기 위한 실험하기,기후 변화 | 심층 순환 | 기후 | 밀도,해수의 순환,심층 순환의 형성 원리를 알아보기 위한 실험하기의 조건별 변화를 심층 순환·기후·해수의 순환으로 해석하고 결과의 신뢰도와 한계를 분석,
지구과학,망원경 관측 제안서 작성,망원경 | 관측,태양계 천체의 관측과 운동,망원경 관측 제안서 작성의 조건별 변화를 망원경·태양계 천체의 관측과 운동으로 해석하고 결과의 신뢰도와 한계를 분석,
지구과학,진로와 연계하여 기후 변화의 과학적 해결 방법 탐색 및 발표하기,지구의 기후 변화 | 기후 변화 | 기후,지구의 기후 변화,진로와 연계하여 기후 변화의 과학적 해결 방법 탐색 및 발표하기의 조건별 변화를 기후 변화·지구의 기후 변화로 해석하고 결과의 신뢰도와 한계를 분석,
지구과학,지사학의 법칙에 기반한 과학적 사고를 통해 지층의 경계에서 나타나는 지질학적 상대연령 및 절대 연령을 과학적으로 분석·평가·추론하기,방사성 동위 원소 | 지사학의 법칙 | 상대 연령 | 절대 연령 | 지층,지층과 지질시대,지사학의 법칙에 기반한 과학적 사고를 통해 지층의 경계에서 나타나는 지질학적 상대연령 및 절대 연령을 과학적으로 분석·평가·추론하기의 자료·조건 변화를 방사성 동위 원소·지사학의 법칙·지층과 지질시대로 해석하고 판단 기준을 분석,
지구과학,변동대에서의 다양한 지질구조와 암석 그리고 그 생성원리,변동대 | 관측,태양계 천체의 관측과 운동,변동대에서의 다양한 지질구조와 암석 그리고 그 생성원리의 조건별 변화를 태양계 천체의 관측과 운동으로 해석하고 결과의 신뢰도와 한계를 분석,
지구과학,실험탐구보고서3 - H-R도 작성을 통한 별의 종류와 특징 해석하기,H-R도,별의 특성과 진화,실험탐구보고서3 - H-R도 작성을 통한 별의 종류와 특징 해석하기의 조건별 변화를 H-R도·별의 특성과 진화로 해석하고 결과의 신뢰도와 한계를 분석,
지구시스템과학,유체지구 데이터 시각화,시각화,,유체지구 데이터 시각화의 조건별 변화를 시각화로 해석하고 결과의 신뢰도와 한계를 분석,
지구시스템과학,중위도 기상 예보 실습,편서풍 파동 | 편서풍 | 기압 | 파동,대기·해양 순환과 기후,중위도 기상 예보 실습의 자료·조건 변화를 편서풍 파동·기압·대기·해양 순환과 기후로 해석하고 판단 기준을 분석,
통합과학1,양파 표피 세포를 활용한 삼투 현상 관찰 및 분석,세포,,양파 표피 세포를 활용한 삼투 현상 관찰 및 분석의 조건별 변화를 세포로 해석하고 결과의 신뢰도와 한계를 분석,
통합과학1,프로젝트 활동 평가,추론,,프로젝트 활동 평가을 추론으로 설명하고 적용 조건과 개선 방향을 분석,
통합과학1,중력을 받는 물체의 운동 비교,운동,역학 시스템,중력을 받는 물체의 운동 비교의 조건별 변화를 운동·역학 시스템으로 해석하고 결과의 신뢰도와 한계를 분석,
통합과학1,원소와 화학 결합 탐구,전자 배치 | 주기율표 | 결합 | 원소 | 원자,물질 구성과 분류,원소와 화학 결합 탐구의 자료·조건 변화를 원소·원자·물질 구성과 분류로 해석하고 판단 기준을 분석,
통합과학1,지각과 생명체 구성 물질의 규칙성 확인하기,공유 결합 | 규칙성 | 결합 | 원자,물질의 규칙성과 성질,지각과 생명체 구성 물질의 규칙성 확인하기의 조건별 변화를 공유 결합·물질의 규칙성과 성질로 해석하고 결과의 신뢰도와 한계를 분석,
통합과학1,알칼리 금속과 전자배치,전자 배치 | 결합 | 금속 | 성질 | 원소,물질의 규칙성과 성질,알칼리 금속과 전자배치의 조건별 변화를 전자 배치·결합·물질의 규칙성과 성질로 해석하고 결과의 신뢰도와 한계를 분석,
통합과학1,충격 완화 장치 제작 프로젝트,충격 완화,,충격 완화 장치 제작 프로젝트의 조건 재구성과 풀이 비교: 충격 완화을 중심으로,
통합과학1,우주의 원소 형성과 물질의 결합에 대해 해석하기,결합 | 오류 | 우주 | 원소,물질 구성과 분류,우주의 원소 형성과 물질의 결합에 대해 해석하기의 조건 재구성과 풀이 비교: 원소·물질 구성과 분류을 중심으로,
통합과학1,운동 물체 분석 실험,동물 | 시간 | 운동 | 효소,역학 시스템,운동 물체 분석 실험의 조건별 변화를 운동·효소·역학 시스템으로 해석하고 결과의 신뢰도와 한계를 분석,
통합과학1,이온 결합 물질과 공유 결합 물질의 성질 비교 실험 및 해석,공유 결합 물질 | 이온 결합 물질 | 결합 차이 | 공유 결합 | 성질 비교 | 이온 결합 | 결합 | 성질,물질의 규칙성과 성질,이온 결합 물질과 공유 결합 물질의 성질 비교 실험 및 해석의 조건별 변화를 공유 결합 물질·이온 결합 물질·물질의 규칙성과 성질로 해석하고 결과의 신뢰도와 한계를 분석,
통합과학1,DNA 모형을 제작하고 DNA의 구조적 특징과 규칙성 탐구하기,규칙성,규칙성 발견과 주기율표,DNA 모형을 제작하고 DNA의 구조적 특징과 규칙성 탐구하기의 조건별 변화를 규칙성 발견과 주기율표로 해석하고 결과의 신뢰도와 한계를 분석,
통합과학1,주기율표 원소에 관한 독서탐구 페임랩 발표하기,주기율표 | 표 구성 | 원소,규칙성 발견과 주기율표,주기율표 원소에 관한 독서탐구 페임랩 발표하기을 표 구성·규칙성 발견과 주기율표로 설명하고 적용 조건과 개선 방향을 분석,
통합과학1,운동과 안전 생활 탐구,운동,역학 시스템,운동과 안전 생활 탐구을 운동·역학 시스템으로 설명하고 적용 조건과 개선 방향을 분석,
통합과학1,자유 낙하와 수평으로 던진 물체의 운동 비교하기,운동,역학 시스템,자유 낙하와 수평으로 던진 물체의 운동 비교하기의 조건별 변화를 운동·역학 시스템으로 해석하고 결과의 신뢰도와 한계를 분석,
통합과학1,지권의 변화 해석,지권,,지권의 변화 해석의 조건별 변화를 지권으로 해석하고 결과의 신뢰도와 한계를 분석,
통합과학1,물체의 운동 분석하기,운동,역학 시스템,물체의 운동 분석하기의 조건 재구성과 풀이 비교: 운동·역학 시스템을 중심으로,
통합과학1,자유 낙하와 수평 투사 운동의 디지털 영상 분석 탐구 보고서 평가,디지털 | 운동,역학 시스템,자유 낙하와 수평 투사 운동의 디지털 영상 분석 탐구 보고서 평가의 조건별 변화를 운동·역학 시스템으로 해석하고 결과의 신뢰도와 한계를 분석,
통합과학1,판의 운동 및 경계에서 나타나는 지질 현상의 지구 시스템적 인과 관계 탐구,지구시스템 | 운동 | 지구 | 지진 | 지구 시스템,지구시스템,판의 운동 및 경계에서 나타나는 지질 현상의 지구 시스템적 인과 관계 탐구의 자료·조건 변화를 지구 시스템·지구시스템으로 해석하고 판단 기준을 분석,
통합과학1,독서 기반 자유주제 프로젝트,스펙트럼 | 시간 측정 | 정보 통신 | 측정 표준 | 현대 문명 | 기본량 | 디지털 | 태양계,과학의 측정과 우리 사회,독서 기반 자유주제 프로젝트의 조건별 변화를 정보 통신·측정 표준·과학의 측정과 우리 사회로 해석하고 결과의 신뢰도와 한계를 분석,
통합과학1,다양한 재료를 활용하여 별의 진화와 원소의 생성에 관한 인포그래픽 제작하기,정확성 | 태양계 | 우주 | 원소 | 지구,지구시스템,다양한 재료를 활용하여 별의 진화와 원소의 생성에 관한 인포그래픽 제작하기을 태양계·지구시스템으로 설명하고 적용 조건과 개선 방향을 분석,
통합과학2,주제발표프로젝트,분석 결과,,주제발표프로젝트의 자료·조건 변화를 분석 결과로 해석하고 판단 기준을 분석,
통합과학2,숲 생태 탐구를 통한 논설문 작성하기,상호작용 | 생물 | 환경,생물과 환경,숲 생태 탐구를 통한 논설문 작성하기의 자료·조건 변화를 상호작용·생물과 환경으로 해석하고 판단 기준을 분석,
통합과학2,중화 반응 탐구,안전 | 중화,과학 관련 사회적 쟁점과 과학 윤리,중화 반응 탐구의 조건별 변화를 안전·과학 관련 사회적 쟁점과 과학 윤리로 해석하고 결과의 신뢰도와 한계를 분석,
통합과학2,자신이 꿈꾸는 분야에서 과학의 역할 서술,과학의 역할,,자신이 꿈꾸는 분야에서 과학의 역할 서술을 과학의 역할로 설명하고 적용 조건과 개선 방향을 분석,
통합과학2,‘대멸종 연대기’ 재구성하여 발표하기 프로젝트,지질 시대 | 생태계 | 환경,생물과 환경,‘대멸종 연대기’ 재구성하여 발표하기 프로젝트의 자료·조건 변화를 생태계·생물과 환경으로 해석하고 판단 기준을 분석,
통합과학2,생활 속 산화·환원 반응 탐구 보고서 작성하기,산화 | 생활 | 환원 | 산화·환원,산화와 환원,생활 속 산화·환원 반응 탐구 보고서 작성하기의 자료·조건 변화를 산화·환원·산화와 환원으로 해석하고 판단 기준을 분석,
통합과학2,측정 센서를 활용한 중화 반응 실험,온도 변화 | 지시약 | 센서 | 온도 | 중화,산과 염기,측정 센서를 활용한 중화 반응 실험의 조건별 변화를 지시약·중화·산과 염기로 해석하고 결과의 신뢰도와 한계를 분석,
통합사회1,내일의 로컬: 위기의 땅에 심는 행복 Step1 행복 진단,행복,통합적 관점과 행복,내일의 로컬: 위기의 땅에 심는 행복 Step1 행복 진단의 자료·조건 변화를 통합적 관점과 행복으로 해석하고 판단 기준을 분석,
통합사회1,미래세대를 위한 여행 생태관광의 미래 설계,지속 가능한 발전 | 문제 해결 | 자연환경 | 환경 문제 | 공동체 | 공존 | 평화 | 함수,자연환경과 인간의 공존,미래세대를 위한 여행 생태관광의 미래 설계의 조건별 변화를 환경 문제·함수·자연환경과 인간의 공존으로 해석하고 결과의 신뢰도와 한계를 분석,
통합사회1,문화접변 사례 분석 및 해결 방안 논술문 작성하기,해결 방안,인권 보장과 시민 참여,문화접변 사례 분석 및 해결 방안 논술문 작성하기의 자료·조건 변화를 해결 방안·인권 보장과 시민 참여로 해석하고 판단 기준을 분석,
통합사회1,문화 상대주의와 보편 윤리 탐구,문화 상대주의 | 보편 윤리,문화 다양성과 세계화,문화 상대주의와 보편 윤리 탐구의 자료·조건 변화를 문화 상대주의·보편 윤리·문화 다양성과 세계화로 해석하고 판단 기준을 분석,
통합사회1,지역문화 이해를 바탕으로 한 기업의 경영 전략 분석,자연환경 | 문화권 | 기업 | 함수,자연환경과 인간의 공존,지역문화 이해를 바탕으로 한 기업의 경영 전략 분석의 조건별 변화를 함수·자연환경과 인간의 공존으로 해석하고 결과의 신뢰도와 한계를 분석,
통합사회1,세계의 기후와 문화 지역 분석하기,문제 해결 | 자연환경 | 해결 노력 | 환경 문제 | 문화권 | 기후,자연환경과 인간의 공존,세계의 기후와 문화 지역 분석하기의 조건 재구성과 풀이 비교: 환경 문제·기후·자연환경과 인간의 공존을 중심으로,
통합사회1,시간 여행자의 행복 기록지,가계 | 행복,통합적 관점과 행복,시간 여행자의 행복 기록지을 통합적 관점과 행복으로 설명하고 적용 조건과 개선 방향을 분석,
통합사회1,생태시민의 시선으로 본 인간과 동물의 공존 탐구,자연환경 | 공존,자연환경과 인간의 공존,생태시민의 시선으로 본 인간과 동물의 공존 탐구을 자연환경과 인간의 공존으로 설명하고 적용 조건과 개선 방향을 분석,
통합사회1,우리 지역 문제 해결을 위한 정책 제안서 작성하기,문제 해결,통합적 관점과 행복,우리 지역 문제 해결을 위한 정책 제안서 작성하기의 자료·조건 변화를 문제 해결·통합적 관점과 행복으로 해석하고 판단 기준을 분석,
통합사회1,역의 사회현상을 통합적 관점에서 탐구하기,윤리적 관점 | 통합적 관점 | 삶의 목적 | 행복,통합적 관점과 행복,역의 사회현상을 통합적 관점에서 탐구하기의 자료·조건 변화를 윤리적 관점·삶의 목적·통합적 관점과 행복으로 해석하고 판단 기준을 분석,
통합사회1,사회 주제 탐구 우리 사회에서 발생하는 복잡한 사회문제를 관련 기사를 통해 설명하고 시,윤리적 관점 | 해결 방안,인권 보장과 시민 참여,사회 주제 탐구 우리 사회에서 발생하는 복잡한 사회문제를 관련 기사를 통해 설명하고 시의 자료·조건 변화를 해결 방안·인권 보장과 시민 참여로 해석하고 판단 기준을 분석,
통합사회1,행복논술,행복 지수 | 행복,통합적 관점과 행복,행복논술의 자료·조건 변화를 행복 지수·통합적 관점과 행복으로 해석하고 판단 기준을 분석,
통합사회1,행복한 사회의 조건 탐구 프로젝트,행복,통합적 관점과 행복,행복한 사회의 조건 탐구 프로젝트의 자료·조건 변화를 통합적 관점과 행복으로 해석하고 판단 기준을 분석,
통합사회1,사회현상 바라보기 통합적 고찰,통합적 관점 | 행복,통합적 관점과 행복,사회현상 바라보기 통합적 고찰을 통합적 관점과 행복으로 설명하고 적용 조건과 개선 방향을 분석,
통합사회1,과정 중심 탐구활동 각 단원의 개념과 내용을 사례를 통해 탐구하고 문제 해결을 위해 제시된 대안들,문제 해결,통합적 관점과 행복,과정 중심 탐구활동 각 단원의 개념과 내용을 사례를 통해 탐구하고 문제 해결을 위해 제시된 대안들을 문제 해결·통합적 관점과 행복으로 설명하고 적용 조건과 개선 방향을 분석,
통합사회1,더 나은 사회를 위한 정책 제안하기,통합적 관점 | 해결 방안,통합적 관점과 행복,더 나은 사회를 위한 정책 제안하기의 조건 재구성과 풀이 비교: 통합적 관점과 행복을 중심으로,
통합사회1,사회 현상 탐구 발표,가계,,사회 현상 탐구 발표을 가계로 설명하고 적용 조건과 개선 방향을 분석,
통합사회1,자신이 선정한 사회 문제를 논리적이고 설득력 있게 발표하기,문제 해결 | 해결 방안 | 정의,인권 보장과 시민 참여,자신이 선정한 사회 문제를 논리적이고 설득력 있게 발표하기의 조건 재구성과 풀이 비교: 해결 방안·인권 보장과 시민 참여을 중심으로,
통합사회1,사고 확장을 위한 글쓰기,가계,,사고 확장을 위한 글쓰기을 가계로 설명하고 적용 조건과 개선 방향을 분석,
통합사회1,통합적 관점으로 행복에 대한,통합적 관점 | 행복,통합적 관점과 행복,통합적 관점으로 행복에 대한을 통합적 관점과 행복으로 설명하고 적용 조건과 개선 방향을 분석,
화학,"문제탐구1-몰과 물질의 양, 화학반응의 양적 관계",1몰,,"문제탐구1-몰과 물질의 양, 화학반응의 양적 관계을 1몰로 설명하고 적용 조건과 개선 방향을 분석",
화학,화학 현상 심층 분석 및 탐구 활동,화학 반응식 | 반응식,물질의 양과 화학 반응식,화학 현상 심층 분석 및 탐구 활동의 조건별 변화를 물질의 양과 화학 반응식으로 해석하고 결과의 신뢰도와 한계를 분석,
화학,화학 포트폴리오,중화 반응 | 고분자 | 반응식 | 염기 | 중화,화학 반응과 열의 출입,화학 포트폴리오의 자료·조건 변화를 중화 반응·화학 반응과 열의 출입으로 해석하고 판단 기준을 분석,
화학,화학결합 이론 설명하기,화학 결합,화학 결합,화학결합 이론 설명하기을 화학 결합으로 설명하고 적용 조건과 개선 방향을 분석,
화학,어는점 내림으로 분자량 구하기,분자량,물질의 양과 화학 반응식,어는점 내림으로 분자량 구하기의 조건별 변화를 분자량·물질의 양과 화학 반응식으로 해석하고 결과의 신뢰도와 한계를 분석,
화학,표 만들기 실험,주기율표 | 주기,원소의 주기적 성질,표 만들기 실험의 조건별 변화를 주기율표·원소의 주기적 성질로 해석하고 결과의 신뢰도와 한계를 분석,
화학,중화 적정 실험을 통한 아세트산 함량 구하기,아세트산 | 식초 | 적정 | 중화,탄소 화합물의 유용성,중화 적정 실험을 통한 아세트산 함량 구하기의 조건별 변화를 아세트산·식초·탄소 화합물의 유용성으로 해석하고 결과의 신뢰도와 한계를 분석,
화학,아스피린 합성,아스피린,,아스피린 합성의 조건별 변화를 아스피린으로 해석하고 결과의 신뢰도와 한계를 분석,
화학,분자 구조 탐구 포트폴리오 제작하기,루이스 전자점식 | 분자의 극성 | 분자 구조 | 전자점식 | 극성 | 전자,화학 결합,분자 구조 탐구 포트폴리오 제작하기의 조건별 변화를 루이스 전자점식·극성·화학 결합으로 해석하고 결과의 신뢰도와 한계를 분석,
화학,양자역학적 전자 구조의 화학적 의미 분석,모형 비교 | 보어 모형 | 전자 배치 | 화학 결합 | 오비탈 | 전자 | 함수 | 미분,현대의 원자 모형과 전자 배치,양자역학적 전자 구조의 화학적 의미 분석의 조건별 변화를 보어 모형·오비탈·함수로 해석하고 결과의 신뢰도와 한계를 분석,
화학,유기화학 탐구 문항 제작하기,극성,,유기화학 탐구 문항 제작하기의 조건 재구성과 풀이 비교: 극성을 중심으로,
화학,물의 전기 분해 실험을 통한 화학 결합의 전기적 성질 탐구,화학 결합,화학 결합,물의 전기 분해 실험을 통한 화학 결합의 전기적 성질 탐구의 조건별 변화를 화학 결합으로 해석하고 결과의 신뢰도와 한계를 분석,
화학,화학이 현대 과학·기술·사회의 발전에 기여한 사례 카드 뉴스 제작하기,화학과 우리 생활,화학과 우리 생활,화학이 현대 과학·기술·사회의 발전에 기여한 사례 카드 뉴스 제작하기의 조건별 변화를 화학과 우리 생활로 해석하고 결과의 신뢰도와 한계를 분석,
화학,미지 농도의 산성 용액 농도 구하기,화학 반응식 | 반응식,물질의 양과 화학 반응식,미지 농도의 산성 용액 농도 구하기의 조건별 변화를 물질의 양과 화학 반응식으로 해석하고 결과의 신뢰도와 한계를 분석,
화학,엔탈피와 열화학 반응식,화학 반응식 | 반응식,물질의 양과 화학 반응식,엔탈피와 열화학 반응식의 조건별 변화를 물질의 양과 화학 반응식으로 해석하고 결과의 신뢰도와 한계를 분석,
화학,몰농도 개념을 적용한 표준 용액 제조 실험 수행 및 과정 중심 탐구 일지 작성,용액 제조 | 몰 농도 | 전자,물질의 양과 화학 반응식,몰농도 개념을 적용한 표준 용액 제조 실험 수행 및 과정 중심 탐구 일지 작성의 조건별 변화를 용액 제조·몰 농도·물질의 양과 화학 반응식으로 해석하고 결과의 신뢰도와 한계를 분석,
화학,중화 실험,식초 | 적정 | 중화,화학 반응과 열의 출입,중화 실험의 조건별 변화를 적정·중화·화학 반응과 열의 출입으로 해석하고 결과의 신뢰도와 한계를 분석,
화학,이상 기체 방정식 탐구 산소의 분자량 구하기 /,분자량,물질의 양과 화학 반응식,이상 기체 방정식 탐구 산소의 분자량 구하기 /의 자료·조건 변화를 분자량·물질의 양과 화학 반응식으로 해석하고 판단 기준을 분석,
화학,탄소화합물 합성 공정 설계 및 열역학 분석 논술,탄소 화합물,탄소 화합물의 유용성,탄소화합물 합성 공정 설계 및 열역학 분석 논술의 자료·조건 변화를 탄소 화합물의 유용성으로 해석하고 판단 기준을 분석,
