task_id,subject,subject_raw,level,source,covered,evidence_class,evidence_class_legacy,evidence_scope,subject_concepts,matched_terms,concept_name,concept_display_name,title_overlap,comma_display,fallback_derived,fallback_sources
assessment_task_dec228b996,생명과학,생명과학Ⅱ,II,textbook_concept_dictionary,true,clean,clean,both,"[""세포"",""생명과학의 이해""]","[""세포""]",생명과학의 이해,생명과학의 이해,false,false,false,[]
assessment_task_890766181f,생명과학,생명과학Ⅱ,II,textbook_concept_dictionary,true,clean,clean,both,"[""세포"",""생명과학의 이해""]","[""세포""]",생명과학의 이해,생명과학의 이해,false,false,false,[]
assessment_task_26dddf7c0c,지구과학,지구과학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_ce3a646add,지구과학,지구과학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_ab36fca2fb,화학,화학Ⅱ,II,textbook_concept_dictionary,true,clean,clean,both,"[""몰 농도"",""분자량"",""물질의 양과 화학 반응식""]","[""끓는점"",""몰 농도"",""분자량"",""몰""]",물질의 양과 화학 반응식,물질의 양과 화학 반응식,false,false,false,[]
assessment_task_7787f37ee1,화학,화학Ⅱ,II,textbook_concept_dictionary,true,clean,clean,both,"[""몰 농도"",""분자량"",""물질의 양과 화학 반응식""]","[""끓는점"",""몰 농도"",""분자량"",""몰""]",물질의 양과 화학 반응식,물질의 양과 화학 반응식,false,false,false,[]
assessment_task_b8a1ad51d5,확률과 통계,확률과 통계,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""같은 것이 있는 순열"",""원순열"",""여러 가지 순열과 중복조합""]","[""같은 것이 있는 순열"",""원순열"",""순열""]",여러 가지 순열과 중복조합,여러 가지 순열과 중복조합,false,false,false,[]
assessment_task_1377e32e01,확률과 통계,확률과 통계,I_or_other,subject_fallback,false,fallback,fallback,none,"[""확률과 통계""]",[],,,false,false,false,[]
assessment_task_6dcbb44082,확률과 통계,확률과 통계,I_or_other,subject_fallback,false,fallback,fallback,none,"[""확률과 통계""]",[],,,false,false,false,[]
assessment_task_8392cc4dd7,미적분1,미적분학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""미적분1""]",[],,,false,false,false,[]
assessment_task_043f6a6d72,미적분1,미적분학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""미적분1""]",[],,,false,false,false,[]
assessment_task_5d85d66613,미적분1,미적분학Ⅱ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""미적분1""]",[],,,false,false,false,[]
assessment_task_b8271255a3,미적분1,미적분학Ⅱ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""미적분1""]",[],,,false,false,false,[]
assessment_task_ea85836040,대수,선형대수학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""대수""]",[],,,false,false,false,[]
assessment_task_4fddc353e5,대수,선형대수학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""대수""]",[],,,false,false,false,[]
assessment_task_dec1216df5,물리,물리학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_aef3ce7507,물리,물리학Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_a05ffdbd7c,물리,물리학Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_b1adb171fc,물리,물리학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_922a5d0ce4,물리,물리학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_c51cbd8f7a,물리,물리학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_8dcfaebc1e,물리,물리학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_5270c31d57,물리,고급물리학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_739434e14d,물리,고급물리학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_746f6545c5,물리,고급물리학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_f07307c731,물리,고급물리학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_7d3f17943a,물리,고급물리학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_9e61b4b429,물리,고급물리학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_e87eaec1f8,물리,고급물리학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_05d1379aac,화학,화학1,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_1f6a78add1,화학,화학1,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_565e2f9f54,화학,화학1,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_9bb267378b,화학,화학Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_abd02ca62a,화학,화학Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_10860b9b47,화학,화학Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_fc08c2ed62,화학,화학Ⅳ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_64356acbe6,화학,화학Ⅳ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_42b1afa96e,화학,화학Ⅳ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_300f3a17ff,화학,고급화학I,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_f3af099a0f,화학,고급화학I,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_615f68bf8e,화학,고급화학II,II,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_08c684062a,화학,고급화학II,II,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_fa82f4db9f,화학,화학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_cf656cc6d2,화학,화학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_1be0669257,화학,화학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_611a2c82ff,생명과학,생명과학1,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_802dcf271a,생명과학,생명과학1,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_f2d1f32057,생명과학,생명과학1,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_8ea2242f0c,생명과학,생명과학Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_3ba242c754,생명과학,생명과학Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_7e2ae2be5c,생명과학,생명과학Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_751ced5d9a,생명과학,생명과학Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_a6753dab52,생명과학,생명과학Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_e087ebb87a,생명과학,생명과학Ⅳ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_09c3308feb,생명과학,생명과학Ⅳ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_474994a59d,생명과학,생명과학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_1fd5339ed2,생명과학,생명과학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_422538b65d,생명과학,고급생명과학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_bf20747281,생명과학,고급생명과학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_f0c14e95b2,생명과학,고급생명과학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_f751457721,생명과학,고급생명과학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_d87d4318dd,생명과학,고급생명과학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_f2c62e4887,생명과학,고급생명과학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_871d20ad61,생명과학,고급생명과학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_d5553621c7,생명과학,고급생명과학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_5bc87d473f,지구과학,지구과학1,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_e489c32b0d,지구과학,지구과학1,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_8c6f62f8fb,지구과학,지구과학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_cebf4eb4c3,지구과학,지구과학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_b2fb600814,지구과학,지구과학Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_ef0e961de3,지구과학,지구과학Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_2a205b581a,지구과학,지구과학Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_7c5b80a866,지구과학,고급지구과학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_935235fd0a,지구과학,지구과학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_43e29bef57,지구과학,지구과학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_f7d11cc488,지구과학,지구과학실험,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""망원경""]","[""망원경""]",,망원경,false,false,false,[]
assessment_task_0240eb11d7,지구과학,지구과학실험,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_7954b763b3,데이터 과학,데이터과학,I_or_other,textbook_concept_dictionary,true,record_only,record_only,record,"[""자료 분석"",""자료와 정보의 분석""]","[""자료 분석""]",자료와 정보의 분석,자료와 정보의 분석,false,false,true,"[""정보""]"
assessment_task_451e933e25,데이터 과학,데이터과학,I_or_other,textbook_concept_dictionary,true,record_only,record_only,record,"[""자료 분석"",""자료와 정보의 분석""]","[""자료 분석""]",자료와 정보의 분석,자료와 정보의 분석,false,false,true,"[""정보""]"
assessment_task_894991eb91,인공지능 기초,인공지능,I_or_other,textbook_concept_dictionary,true,record_only,record_only,record,"[""문제 해결"",""자료 분석"",""자료와 정보의 분석""]","[""문제 해결"",""자료 분석""]",자료와 정보의 분석,자료와 정보의 분석,false,false,true,"[""정보""]"
assessment_task_180910ad2f,인공지능 기초,인공지능,I_or_other,textbook_concept_dictionary,true,record_only,record_only,record,"[""문제 해결"",""자료와 정보의 분석""]","[""문제 해결""]",자료와 정보의 분석,자료와 정보의 분석,false,false,true,"[""정보""]"
assessment_task_49d934531d,인공지능 기초,인공지능,I_or_other,textbook_concept_dictionary,true,record_only,record_only,record,"[""문제 해결"",""자료와 정보의 분석""]","[""문제 해결""]",자료와 정보의 분석,자료와 정보의 분석,false,false,true,"[""정보""]"
assessment_task_1034ce21ac,정보,창의융합특강XIX_생물정보학과파이썬,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""문제 해결"",""자료 분석"",""자료와 정보의 분석""]","[""문제 해결"",""자료 분석""]",자료와 정보의 분석,자료와 정보의 분석,false,false,false,[]
assessment_task_41d693c068,정보,창의융합특강XIX_생물정보학과파이썬,I_or_other,textbook_concept_dictionary,true,record_only,record_only,record,"[""문제 해결"",""자료와 정보의 분석""]","[""문제 해결""]",자료와 정보의 분석,자료와 정보의 분석,false,false,false,[]
assessment_task_70354b7485,통합과학1,통합과학1,I_or_other,subject_fallback,false,fallback,fallback,none,"[""통합과학1""]",[],,,false,false,false,[]
assessment_task_bd43cb97f3,통합과학1,통합과학1,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""센서"",""운동량"",""과학의 측정과 우리 사회""]","[""센서"",""운동"",""운동량""]",과학의 측정과 우리 사회,과학의 측정과 우리 사회,false,false,false,[]
assessment_task_69cbf96868,과학탐구실험1,과학탐구실험1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""갈릴레이의 경사면 실험과 낙하 운동""]","[""낙하 운동""]",갈릴레이의 경사면 실험과 낙하 운동,갈릴레이의 경사면 실험과 낙하 운동,false,false,false,[]
assessment_task_716a71745a,과학탐구실험1,과학탐구실험1,I_or_other,subject_fallback,false,fallback,fallback,none,"[""과학탐구실험1""]",[],,,false,false,false,[]
assessment_task_e627c5db9f,과학탐구실험1,과학탐구실험1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""뉴턴""]","[""뉴턴""]",,뉴턴,false,false,false,[]
assessment_task_ba2ea377b8,정보,정보,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""모델링"",""알고리즘"",""추상화와 문제 분해""]","[""문제 해결"",""알고리즘"",""모델링"",""모델""]",추상화와 문제 분해,추상화와 문제 분해,false,false,false,[]
assessment_task_1f2910ffe6,정보,정보,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""공유"",""컴퓨팅 시스템과 네트워크""]","[""정보 보안"",""정보 보호"",""디지털"",""공유""]",컴퓨팅 시스템과 네트워크,컴퓨팅 시스템과 네트워크,false,false,false,[]
assessment_task_40eda62d92,물리,물리학,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""전하"",""물질의 전기적 특성""]","[""전하""]",물질의 전기적 특성,물질의 전기적 특성,false,false,false,[]
assessment_task_cf865eea14,물리,물리학,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""전자기파"",""파동""]","[""전자기파"",""파동""]",파동의 성질과 활용,파동의 성질과 활용,false,false,false,[]
assessment_task_69c448662a,화학,화학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_7bba3a9cae,화학,화학,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""아세트산"",""식초"",""탄소 화합물의 유용성""]","[""아세트산"",""식초"",""적정"",""중화""]",탄소 화합물의 유용성,탄소 화합물의 유용성,false,false,false,[]
assessment_task_7fa7b096da,생명과학,생명과학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_f91ec140cd,생명과학,생명과학,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""면역""]","[""면역""]",,면역,false,false,false,[]
assessment_task_86a44e14a5,지구과학,지구과학,I_or_other,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_d58cbcb97d,지구과학,지구과학,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""중위도 저기압"",""레이더 영상"",""기후 변화"",""날씨의 변화""]","[""중위도 저기압"",""날씨의 변화"",""레이더 영상"",""용존 산소량"",""태풍의 발생"",""기후 변화"",""남방진동"",""심층 순환""]",날씨의 변화,날씨의 변화,false,false,false,[]
assessment_task_43e3dd9790,인공지능 기초,인공지능 기초,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""알고리즘""]","[""알고리즘"",""인공지능""]",알고리즘 설계와 분석,알고리즘 설계와 분석,false,false,false,"[""정보""]"
assessment_task_ec8d4a963c,인공지능 기초,인공지능 기초,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""인공지능""]","[""인공지능""]",,인공지능,false,false,true,"[""정보""]"
assessment_task_fbf0b67450,물리,물리학Ⅱ,II,textbook_plus_legacy,true,clean,clean,both,"[""뉴턴 운동 법칙"",""등가속도 운동"",""벡터"",""힘과 운동""]","[""뉴턴 운동 법칙"",""등가속도 운동"",""등속 원운동"",""운동 에너지"",""가속도"",""알짜힘"",""속도"",""벡터""]",힘과 운동,힘과 운동,false,false,false,[]
assessment_task_455a101935,물리,물리학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_8fe4324b37,화학,화학Ⅱ,II,textbook_concept_dictionary,true,clean,clean,both,"[""분자량"",""물질의 양과 화학 반응식""]","[""분자량""]",물질의 양과 화학 반응식,물질의 양과 화학 반응식,false,false,false,[]
assessment_task_af6c59bb53,화학,화학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_3478876751,생명과학,생명과학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_3a26114f6a,생명과학,생명과학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""생명과학""]",[],,,false,false,false,[]
assessment_task_519fb08403,생명과학,생명과학Ⅱ,II,textbook_concept_dictionary,true,clean,clean,both,"[""세포"",""생명과학의 이해""]","[""세포""]",생명과학의 이해,생명과학의 이해,false,false,false,[]
assessment_task_375e5effe3,생명과학,생명과학Ⅱ,II,textbook_concept_dictionary,true,clean,clean,both,"[""세포"",""생명과학의 이해""]","[""세포""]",생명과학의 이해,생명과학의 이해,false,false,false,[]
assessment_task_eef9024da4,지구과학,지구과학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_197f7d2dcd,지구과학,지구과학Ⅱ,II,subject_fallback,false,fallback,fallback,none,"[""지구과학""]",[],,,false,false,false,[]
assessment_task_eae02323c1,융합과학 탐구,융합과학 탐구,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""필요성""]","[""필요성""]",,필요성,false,false,true,"[""통합과학2""]"
assessment_task_884fbd387e,융합과학 탐구,융합과학 탐구,I_or_other,subject_fallback,false,fallback,fallback,none,"[""융합과학 탐구""]",[],,,false,false,false,[]
assessment_task_eb132e0108,융합과학 탐구,융합과학 탐구,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""데이터""]","[""데이터""]",,데이터,false,false,true,"[""통합과학2""]"
assessment_task_699fb13c40,융합과학 탐구,융합과학 탐구,I_or_other,subject_fallback,false,fallback,fallback,none,"[""융합과학 탐구""]",[],,,false,false,false,[]
assessment_task_5cc8c35801,통합사회1,통합사회1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""통합적 관점과 행복""]","[""행복""]",통합적 관점과 행복,통합적 관점과 행복,false,false,false,[]
assessment_task_c8fa9daecd,통합사회1,통합사회1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""생태 중심주의"",""인간 중심주의"",""자연환경과 인간의 공존""]","[""생태 중심주의"",""인간 중심주의"",""자연환경"",""환경권"",""행복""]",자연환경과 인간의 공존,자연환경과 인간의 공존,false,false,false,[]
assessment_task_203ea32c29,통합사회1,통합사회1,I_or_other,textbook_concept_dictionary,true,clean,clean,both,"[""문제 해결"",""통합적 관점과 행복""]","[""문제 해결"",""환경 문제"",""공동체"",""기업"",""정부"",""행복""]",통합적 관점과 행복,통합적 관점과 행복,false,false,false,[]
assessment_task_c9c58bc25a,공통수학1,공통수학1,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""근과 계수의 관계"",""판별식"",""함수"",""복소수와 이차방정식""]","[""근과 계수의 관계"",""항등식의 성질"",""나머지정리"",""사차방정식"",""삼차방정식"",""이차방정식"",""근과 계수"",""이차함수""]",복소수와 이차방정식,복소수와 이차방정식,false,false,false,[]
assessment_task_d8d4812e58,공통수학1,공통수학1,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""행렬""]","[""행렬""]",행렬과 행렬의 연산,행렬과 행렬의 연산,false,false,false,[]
assessment_task_a3ff342a97,대수,대수,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""함수"",""수열""]","[""수열"",""함수""]",등차수열과 등비수열,등차수열과 등비수열,false,false,false,[]
assessment_task_89ef10f7b9,대수,대수,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""함수"",""수열""]","[""수열"",""함수""]",등차수열과 등비수열,등차수열과 등비수열,false,false,false,[]
assessment_task_20aa41ef6b,미적분1,미적분Ⅰ,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""극한""]","[""변화율"",""극한""]",수열의 극한,수열의 극한,false,false,false,[]
assessment_task_8e521d91ef,미적분1,미적분Ⅰ,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""극한""]","[""변화율"",""극한""]",수열의 극한,수열의 극한,false,false,false,[]
assessment_task_a41135f186,미적분1,미적분,I_or_other,subject_fallback,false,fallback,fallback,none,"[""미적분1""]",[],,,false,false,false,[]
assessment_task_b7e95924a3,미적분1,미적분,I_or_other,subject_fallback,false,fallback,fallback,none,"[""미적분1""]",[],,,false,false,false,[]
assessment_task_9337bdbe8f,미적분1,미적분학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""미적분1""]",[],,,false,false,false,[]
assessment_task_fd2cd34a79,미적분1,미적분학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""미적분1""]",[],,,false,false,false,[]
assessment_task_39dbef43e9,물리,기초물리학및실험Ⅰ,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""운동량""]","[""운동량""]",,운동량,false,false,false,[]
assessment_task_51bf95d10e,물리,기초물리학및실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_b8088e1d3e,물리,기초물리학및실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_c983dba4fc,물리,기초물리학및실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_d1690af72f,물리,기초물리학및실험Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_72daeec5f2,물리,기초물리학및실험Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_7056357a13,물리,기초물리학및실험Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_e378aa1e57,물리,기초물리학및실험Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_f5c5dae776,물리,고급물리학Ⅰ,I_or_other,textbook_concept_dictionary,true,record_only,record_only,record,"[""변압기"",""자기장"",""물질의 자기적 특성""]","[""전자기파"",""변압기"",""자기장"",""전류""]",물질의 자기적 특성,물질의 자기적 특성,false,false,false,[]
assessment_task_9a59d42842,물리,고급물리학Ⅰ,I_or_other,textbook_concept_dictionary,true,record_only,record_only,record,"[""변압기"",""자기장"",""물질의 자기적 특성""]","[""전자기파"",""변압기"",""자기장"",""전류""]",물질의 자기적 특성,물질의 자기적 특성,false,false,false,[]
assessment_task_1b1227e347,물리,고급물리학Ⅰ,I_or_other,textbook_concept_dictionary,true,record_only,record_only,record,"[""변압기"",""자기장"",""물질의 자기적 특성""]","[""전자기파"",""변압기"",""자기장"",""전류""]",물질의 자기적 특성,물질의 자기적 특성,false,false,false,[]
assessment_task_00f3167e81,물리,고급물리학실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_59e40168c2,물리,고급물리학실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_f1397782d2,물리,고급물리학실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_6ec3ef9622,물리,고급물리학실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""물리""]",[],,,false,false,false,[]
assessment_task_0c8608c4ed,화학,기초화학및실험Ⅰ,I_or_other,textbook_plus_legacy,true,record_only,record_only,record,"[""에너지 보존"",""물질의 양과 화학 반응식""]","[""화학 반응식"",""반응식"",""에너지 보존""]",물질의 양과 화학 반응식,물질의 양과 화학 반응식,false,false,false,[]
assessment_task_6a98e56200,화학,기초화학및실험Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_962d55658e,화학,기초화학및실험Ⅰ,I_or_other,textbook_plus_legacy,true,record_only,record_only,record,"[""몰"",""에너지 보존"",""물질의 양과 화학 반응식""]","[""화학 반응식"",""반응식"",""몰"",""에너지 보존""]",물질의 양과 화학 반응식,물질의 양과 화학 반응식,false,false,false,[]
assessment_task_a353c6d574,화학,기초화학및실험Ⅲ,I_or_other,textbook_plus_legacy,true,clean,clean,both,"[""산화 환원"",""중화 반응"",""데이터 처리"",""화학 반응과 열의 출입""]","[""산화 환원"",""중화 반응"",""산화"",""염기"",""적정"",""중화"",""환원"",""산화·환원""]",화학 반응과 열의 출입,화학 반응과 열의 출입,false,false,false,[]
assessment_task_e21ca8cfeb,화학,기초화학및실험Ⅲ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_78f3dacae1,화학,고급화학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_877e25377a,화학,고급화학Ⅰ,I_or_other,subject_fallback,false,fallback,fallback,none,"[""화학""]",[],,,false,false,false,[]
assessment_task_adee62a03a,화학,고급화학실험Ⅰ,I_or_other,textbook_concept_dictionary,true,record_only,record_only,record,"[""오비탈"",""현대의 원자 모형과 전자 배치""]","[""오비탈"",""금속"",""적정""]",현대의 원자 모형과 전자 배치,현대의 원자 모형과 전자 배치,false,false,false,[]
