problem_type_id,grade,course,unit_id,unit_name,type_name,description,concept_ids,default_difficulty,error_tags,source_orders,raw_section_id,required_solution_checks,status
H2_EL_PT125,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,이차방정식의 두 근이 주어질 때,로그와 이차방정식 범주의 '이차방정식의 두 근이 주어질 때' 유형을 진단한다.,H2_EL_C021,advanced,logarithm|quadratic_connection,27,H2_EXP_LOG_RAW_022,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT126,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,이차방정식의 두 근을 이용한 지수·로그 계산,로그와 이차방정식 범주의 '이차방정식의 두 근을 이용한 지수·로그 계산' 유형을 진단한다.,H2_EL_C021,advanced,exponent_law|logarithm|algebraic_manipulation|quadratic_connection,27,H2_EXP_LOG_RAW_022,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT127,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,이차방정식의 두 근의 미지수를 이용한 지수·로그 계산,로그와 이차방정식 범주의 '이차방정식의 두 근의 미지수를 이용한 지수·로그 계산' 유형을 진단한다.,H2_EL_C021,advanced,exponent_law|logarithm|algebraic_manipulation|quadratic_connection|symbolic_condition,27,H2_EXP_LOG_RAW_022,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT128,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그의 대소 비교,로그의 대소 관계 범주의 '로그의 대소 비교' 유형을 진단한다.,H2_EL_C022,advanced,comparison|logarithm,27,H2_EXP_LOG_RAW_023,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT129,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,밑이 다른 로그의 대소 비교,로그의 대소 관계 범주의 '밑이 다른 로그의 대소 비교' 유형을 진단한다.,H2_EL_C022,advanced,comparison|logarithm|domain_condition,27,H2_EXP_LOG_RAW_023,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT130,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그식 대소 관계 조건,로그의 대소 관계 범주의 '로그식 대소 관계 조건' 유형을 진단한다.,H2_EL_C022,advanced,condition_judgment|comparison|logarithm,27,H2_EXP_LOG_RAW_023,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT131,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그값의 정수 부분과 연결된 대소 관계,로그의 대소 관계 범주의 '로그값의 정수 부분과 연결된 대소 관계' 유형을 진단한다.,H2_EL_C022,advanced,comparison|integer_natural_condition|logarithm|common_log,27,H2_EXP_LOG_RAW_023,소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분|밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT132,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,진수가 10의 거듭제곱인 상용로그,상용로그와 상용로그의 값 범주의 '진수가 10의 거듭제곱인 상용로그' 유형을 진단한다.,H2_EL_C023,standard,logarithm|domain_condition|common_log,28|29|31,H2_EXP_LOG_RAW_024,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT133,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,상용로그의 연산,상용로그와 상용로그의 값 범주의 '상용로그의 연산' 유형을 진단한다.,H2_EL_C023,standard,logarithm|algebraic_manipulation|common_log,28|29|31,H2_EXP_LOG_RAW_024,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT134,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,새롭게 정의한 상용로그를 이용하여 주어진 식을 문자로 나타내기,상용로그와 상용로그의 값 범주의 '새롭게 정의한 상용로그를 이용하여 주어진 식을 문자로 나타내기' 유형을 진단한다.,H2_EL_C023,advanced,condition_judgment|logarithm|domain_condition|common_log|symbolic_condition,28|29|31,H2_EXP_LOG_RAW_024,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT135,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,상용로그표를 이용하여 수의 값 구하기,상용로그와 상용로그의 값 범주의 '상용로그표를 이용하여 수의 값 구하기' 유형을 진단한다.,H2_EL_C023,basic,logarithm|common_log,28|29|31,H2_EXP_LOG_RAW_024,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT136,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,주어진 로그값을 이용하여 새로운 로그값 구하기,상용로그와 상용로그의 값 범주의 '주어진 로그값을 이용하여 새로운 로그값 구하기' 유형을 진단한다.,H2_EL_C023,basic,logarithm|common_log,28|29|31,H2_EXP_LOG_RAW_024,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT137,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,주어진 두 로그값을 이용하여 미지수의 값 구하기,상용로그와 상용로그의 값 범주의 '주어진 두 로그값을 이용하여 미지수의 값 구하기' 유형을 진단한다.,H2_EL_C023,basic,exponent_law|logarithm|common_log|symbolic_condition,28|29|31,H2_EXP_LOG_RAW_024,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT138,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,잘못 계산한 값이 주어질 때 바르게 계산한 값 구하기,상용로그와 상용로그의 값 범주의 '잘못 계산한 값이 주어질 때 바르게 계산한 값 구하기' 유형을 진단한다.,H2_EL_C023,basic,logarithm|algebraic_manipulation|common_log,28|29|31,H2_EXP_LOG_RAW_024,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT139,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,가우스 기호를 포함한 로그의 값,가우스가 포함된 로그와 정수·소수 부분 범주의 '가우스 기호를 포함한 로그의 값' 유형을 진단한다.,H2_EL_C024,standard,integer_natural_condition|logarithm|common_log,32|33|34,H2_EXP_LOG_RAW_025,소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분|밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT140,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,가우스 기호를 포함한 로그 조건,가우스가 포함된 로그와 정수·소수 부분 범주의 '가우스 기호를 포함한 로그 조건' 유형을 진단한다.,H2_EL_C024,advanced,condition_judgment|integer_natural_condition|logarithm|common_log,32|33|34,H2_EXP_LOG_RAW_025,소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분|밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT141,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,상용로그의 정수 부분과 소수 부분 구하기,가우스가 포함된 로그와 정수·소수 부분 범주의 '상용로그의 정수 부분과 소수 부분 구하기' 유형을 진단한다.,H2_EL_C024,basic,integer_natural_condition|logarithm|common_log,32|33|34,H2_EXP_LOG_RAW_025,소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분|밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT142,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,정수 부분과 소수 부분이 이차방정식의 두 근인 경우,가우스가 포함된 로그와 정수·소수 부분 범주의 '정수 부분과 소수 부분이 이차방정식의 두 근인 경우' 유형을 진단한다.,H2_EL_C024,advanced,integer_natural_condition|logarithm|common_log|quadratic_connection,32|33|34,H2_EXP_LOG_RAW_025,소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분|밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT143,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,로그의 정수 부분이 주어질 때 진수의 개수 구하기,가우스가 포함된 로그와 정수·소수 부분 범주의 '로그의 정수 부분이 주어질 때 진수의 개수 구하기' 유형을 진단한다.,H2_EL_C024,basic,condition_judgment|integer_natural_condition|logarithm|domain_condition|common_log,32|33|34,H2_EXP_LOG_RAW_025,소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분|밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT144,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,정수 및 소수 부분 관계 분석,가우스가 포함된 로그와 정수·소수 부분 범주의 '정수 및 소수 부분 관계 분석' 유형을 진단한다.,H2_EL_C024,standard,integer_natural_condition|logarithm|common_log,32|33|34,H2_EXP_LOG_RAW_025,소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분|밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT145,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,주어진 수의 거듭제곱의 자릿수 구하기,자릿수 구하기 범주의 '주어진 수의 거듭제곱의 자릿수 구하기' 유형을 진단한다.,H2_EL_C025,basic,common_log,35,H2_EXP_LOG_RAW_026,상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT146,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,거듭제곱한 수의 자릿수가 주어지는 경우,자릿수 구하기 범주의 '거듭제곱한 수의 자릿수가 주어지는 경우' 유형을 진단한다.,H2_EL_C025,standard,common_log,35,H2_EXP_LOG_RAW_026,상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT147,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,소수점 아래에서 처음으로 0이 아닌 숫자가 나타나는 자리 구하기,자릿수 구하기 범주의 '소수점 아래에서 처음으로 0이 아닌 숫자가 나타나는 자리 구하기' 유형을 진단한다.,H2_EL_C025,basic,common_log,35,H2_EXP_LOG_RAW_026,상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT148,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,두 미지수로 이루어진 분수의 자릿수 조건,자릿수 구하기 범주의 '두 미지수로 이루어진 분수의 자릿수 조건' 유형을 진단한다.,H2_EL_C025,advanced,condition_judgment|exponent_law|common_log|symbolic_condition,35,H2_EXP_LOG_RAW_026,상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT149,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,소수점 아래 첫 0이 아닌 숫자의 자리와 수의 연산,자릿수 구하기 범주의 '소수점 아래 첫 0이 아닌 숫자의 자리와 수의 연산' 유형을 진단한다.,H2_EL_C025,standard,algebraic_manipulation|common_log,35,H2_EXP_LOG_RAW_026,상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT150,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,주어진 수의 최고 자리 숫자 구하기,최고 자리의 숫자 구하기 범주의 '주어진 수의 최고 자리 숫자 구하기' 유형을 진단한다.,H2_EL_C025,basic,common_log,36,H2_EXP_LOG_RAW_027,,curated_problem_type_from_image_taxonomy
H2_EL_PT151,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,주어진 수의 자릿수와 최고 자리 숫자의 연산,최고 자리의 숫자 구하기 범주의 '주어진 수의 자릿수와 최고 자리 숫자의 연산' 유형을 진단한다.,H2_EL_C025,standard,algebraic_manipulation|common_log,36,H2_EXP_LOG_RAW_027,상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT152,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,미지수로 정의된 두 로그의 소수 부분이 서로 같은 경우,상용로그의 소수 부분의 활용 범주의 '미지수로 정의된 두 로그의 소수 부분이 서로 같은 경우' 유형을 진단한다.,H2_EL_C026,standard,condition_judgment|exponent_law|logarithm|domain_condition|common_log|application_modeling|symbolic_condition,36,H2_EXP_LOG_RAW_028,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT153,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,상용로그의 정수 부분과 소수 부분 설명으로 옳은 것 찾기,상용로그의 소수 부분의 활용 범주의 '상용로그의 정수 부분과 소수 부분 설명으로 옳은 것 찾기' 유형을 진단한다.,H2_EL_C026,standard,integer_natural_condition|logarithm|common_log|application_modeling,36,H2_EXP_LOG_RAW_028,소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분|밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT154,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,미지수 범위가 주어지고 상용로그 소수 부분이 같은 경우,상용로그의 소수 부분의 활용 범주의 '미지수 범위가 주어지고 상용로그 소수 부분이 같은 경우' 유형을 진단한다.,H2_EL_C026,standard,exponent_law|logarithm|common_log|application_modeling|symbolic_condition,36,H2_EXP_LOG_RAW_028,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT155,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,두 상용로그의 합 또는 차가 정수인 경우,상용로그의 소수 부분의 활용 범주의 '두 상용로그의 합 또는 차가 정수인 경우' 유형을 진단한다.,H2_EL_C026,standard,integer_natural_condition|logarithm|common_log|application_modeling,36,H2_EXP_LOG_RAW_028,소인수 지수표 작성|분수지수의 분모 조건 확인|정수/자연수 조건 구분|밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT156,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,관계식이 주어진 경우,상용로그의 실생활 활용 범주의 '관계식이 주어진 경우' 유형을 진단한다.,H2_EL_C027,advanced,logarithm|common_log|application_modeling,37,H2_EXP_LOG_RAW_029,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT157,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,변수가 2개인 경우,상용로그의 실생활 활용 범주의 '변수가 2개인 경우' 유형을 진단한다.,H2_EL_C027,standard,logarithm|common_log|application_modeling,37,H2_EXP_LOG_RAW_029,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT158,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,변수가 3개 이상인 경우,상용로그의 실생활 활용 범주의 '변수가 3개 이상인 경우' 유형을 진단한다.,H2_EL_C027,standard,logarithm|common_log|application_modeling,37,H2_EXP_LOG_RAW_029,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT159,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,일정하게 증가하거나 감소하는 경우,상용로그의 실생활 활용 범주의 '일정하게 증가하거나 감소하는 경우' 유형을 진단한다.,H2_EL_C027,standard,logarithm|common_log|application_modeling,37,H2_EXP_LOG_RAW_029,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT160,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,번째 항의 값 구하기,상용로그의 실생활 활용 범주의 '번째 항의 값 구하기' 유형을 진단한다.,H2_EL_C027,basic,logarithm|common_log|application_modeling,37,H2_EXP_LOG_RAW_029,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
H2_EL_PT161,고2,수학Ⅰ,H2_EXP_LOG,지수와 로그,미지수의 값 구하기,상용로그의 실생활 활용 범주의 '미지수의 값 구하기' 유형을 진단한다.,H2_EL_C027,basic,exponent_law|logarithm|common_log|application_modeling|symbolic_condition,37,H2_EXP_LOG_RAW_029,밑 조건 확인|진수 조건 확인|로그식 지수식 변환 또는 치환식 작성|상용로그 정수 부분 표시|소수 부분 범위 확인|10의 거듭제곱 범위 작성,curated_problem_type_from_image_taxonomy
